five_tuple,timestamp,size,src_ip,dst_ip,src_port,dst_port,proto,two_tuple,pkt_count,flow_size,interval
15.205.242.71:1766-244.3.210.197:80-TCP,1261067176.541926,40,15.205.242.71,244.3.210.197,1766,80,TCP,15.205.242.71-244.3.210.197,2,80,0.0009050369262695312
15.205.242.71:1768-244.3.210.197:80-TCP,1261067176.542831,48,15.205.242.71,244.3.210.197,1768,80,TCP,15.205.242.71-244.3.210.197,6,907,64.7791531085968
15.205.242.71:1770-244.3.210.197:80-TCP,1261067241.321984,48,15.205.242.71,244.3.210.197,1770,80,TCP,15.205.242.71-244.3.210.197,6,907,64.89315700531006
15.205.242.71:1777-244.3.210.197:80-TCP,1261067306.215141,48,15.205.242.71,244.3.210.197,1777,80,TCP,15.205.242.71-244.3.210.197,6,907,64.69649004936218
15.205.242.71:1780-244.3.210.197:80-TCP,1261067370.911631,48,15.205.242.71,244.3.210.197,1780,80,TCP,15.205.242.71-244.3.210.197,6,907,64.63424777984619
15.205.242.71:1782-244.3.210.197:80-TCP,1261067435.545879,48,15.205.242.71,244.3.210.197,1782,80,TCP,15.205.242.71-244.3.210.197,6,907,66.54485607147217
15.205.242.71:1784-244.3.210.197:80-TCP,1261067502.090735,48,15.205.242.71,244.3.210.197,1784,80,TCP,15.205.242.71-244.3.210.197,8,1646,123.8055989742279
15.205.242.71:1787-244.3.210.197:80-TCP,1261067625.896334,48,15.205.242.71,244.3.210.197,1787,80,TCP,15.205.242.71-244.3.210.197,6,907,64.78532695770264
15.205.242.71:1790-244.3.210.197:80-TCP,1261067690.681661,48,15.205.242.71,244.3.210.197,1790,80,TCP,15.205.242.71-244.3.210.197,6,907,73.49999904632568
15.205.242.71:1795-244.3.210.197:80-TCP,1261067764.18166,48,15.205.242.71,244.3.210.197,1795,80,TCP,15.205.242.71-244.3.210.197,6,907,62.944419145584106
15.205.242.71:1797-244.3.210.197:80-TCP,1261067827.126079,48,15.205.242.71,244.3.210.197,1797,80,TCP,15.205.242.71-244.3.210.197,6,907,61.5262668132782
15.205.242.71:1801-244.3.210.197:80-TCP,1261067888.652346,48,15.205.242.71,244.3.210.197,1801,80,TCP,15.205.242.71-244.3.210.197,6,907,64.7653260231018
15.205.242.71:1803-244.3.210.197:80-TCP,1261067953.417672,48,15.205.242.71,244.3.210.197,1803,80,TCP,15.205.242.71-244.3.210.197,6,907,60.90795707702637
15.205.242.71:1808-244.3.210.197:80-TCP,1261068014.325629,48,15.205.242.71,244.3.210.197,1808,80,TCP,15.205.242.71-244.3.210.197,6,907,64.75005602836609
15.205.242.71:1810-244.3.210.197:80-TCP,1261068079.075685,48,15.205.242.71,244.3.210.197,1810,80,TCP,15.205.242.71-244.3.210.197,6,907,64.95843195915222
15.205.242.71:1834-244.3.210.197:80-TCP,1261068144.034117,48,15.205.242.71,244.3.210.197,1834,80,TCP,15.205.242.71-244.3.210.197,6,907,67.78475904464722
15.205.242.71:1865-244.3.210.197:80-TCP,1261068211.818876,48,15.205.242.71,244.3.210.197,1865,80,TCP,15.205.242.71-244.3.210.197,6,907,64.8387758731842
15.205.242.71:1868-244.3.210.197:80-TCP,1261068276.657652,48,15.205.242.71,244.3.210.197,1868,80,TCP,15.205.242.71-244.3.210.197,6,907,65.98296809196472
15.205.242.71:1871-244.3.210.197:80-TCP,1261068342.64062,48,15.205.242.71,244.3.210.197,1871,80,TCP,15.205.242.71-244.3.210.197,6,907,65.01039409637451
15.205.242.71:1873-244.3.210.197:80-TCP,1261068407.651014,48,15.205.242.71,244.3.210.197,1873,80,TCP,15.205.242.71-244.3.210.197,6,907,67.78765392303467
15.205.242.71:1875-244.3.210.197:80-TCP,1261068475.438668,48,15.205.242.71,244.3.210.197,1875,80,TCP,15.205.242.71-244.3.210.197,6,907,65.3685040473938
15.205.242.71:1877-244.3.210.197:80-TCP,1261068540.807172,48,15.205.242.71,244.3.210.197,1877,80,TCP,15.205.242.71-244.3.210.197,6,907,64.65172600746155
15.205.242.71:1880-244.3.210.197:80-TCP,1261068605.458898,48,15.205.242.71,244.3.210.197,1880,80,TCP,15.205.242.71-244.3.210.197,6,907,64.87392401695251
15.205.242.71:1882-244.3.210.197:80-TCP,1261068670.332822,48,15.205.242.71,244.3.210.197,1882,80,TCP,15.205.242.71-244.3.210.197,6,907,64.64924788475037
15.205.242.71:1884-244.3.210.197:80-TCP,1261068734.98207,48,15.205.242.71,244.3.210.197,1884,80,TCP,15.205.242.71-244.3.210.197,6,907,64.44744491577148
15.205.242.71:1886-244.3.210.197:80-TCP,1261068799.429515,48,15.205.242.71,244.3.210.197,1886,80,TCP,15.205.242.71-244.3.210.197,6,907,64.40348315238953
15.205.242.71:1888-244.3.210.197:80-TCP,1261068863.832998,48,15.205.242.71,244.3.210.197,1888,80,TCP,15.205.242.71-244.3.210.197,6,907,65.2915608882904
15.205.242.71:1924-244.3.210.197:80-TCP,1261068929.124559,48,15.205.242.71,244.3.210.197,1924,80,TCP,15.205.242.71-244.3.210.197,6,907,64.30737709999084
15.205.242.71:1934-244.3.210.197:80-TCP,1261068993.431936,48,15.205.242.71,244.3.210.197,1934,80,TCP,15.205.242.71-244.3.210.197,6,907,71.44277787208557
15.205.242.71:1972-244.3.210.197:80-TCP,1261069064.874714,48,15.205.242.71,244.3.210.197,1972,80,TCP,15.205.242.71-244.3.210.197,6,907,79.70008420944214
15.205.242.71:2012-244.3.210.197:80-TCP,1261069144.574798,48,15.205.242.71,244.3.210.197,2012,80,TCP,15.205.242.71-244.3.210.197,6,907,79.68800091743469
15.205.242.71:2052-244.3.210.197:80-TCP,1261069224.262799,48,15.205.242.71,244.3.210.197,2052,80,TCP,15.205.242.71-244.3.210.197,6,907,65.33993291854858
15.205.242.71:2062-244.3.210.197:80-TCP,1261069289.602732,48,15.205.242.71,244.3.210.197,2062,80,TCP,15.205.242.71-244.3.210.197,7,947,64.23271298408508
15.205.242.71:2064-244.3.210.197:80-TCP,1261069353.835445,48,15.205.242.71,244.3.210.197,2064,80,TCP,15.205.242.71-244.3.210.197,7,955,68.29819202423096
15.205.242.71:2067-244.3.210.197:80-TCP,1261069422.133637,48,15.205.242.71,244.3.210.197,2067,80,TCP,15.205.242.71-244.3.210.197,6,907,64.23231196403503
15.205.242.71:2070-244.3.210.197:80-TCP,1261069486.365949,48,15.205.242.71,244.3.210.197,2070,80,TCP,15.205.242.71-244.3.210.197,6,907,64.54142713546753
15.205.242.71:2072-244.3.210.197:80-TCP,1261069550.907376,48,15.205.242.71,244.3.210.197,2072,80,TCP,15.205.242.71-244.3.210.197,6,907,64.638916015625
15.205.242.71:2074-244.3.210.197:80-TCP,1261069615.546292,48,15.205.242.71,244.3.210.197,2074,80,TCP,15.205.242.71-244.3.210.197,6,907,68.8545298576355
15.205.242.71:2076-244.3.210.197:80-TCP,1261069684.400822,48,15.205.242.71,244.3.210.197,2076,80,TCP,15.205.242.71-244.3.210.197,6,907,64.39662718772888
15.205.242.71:2078-244.3.210.197:80-TCP,1261069748.797449,48,15.205.242.71,244.3.210.197,2078,80,TCP,15.205.242.71-244.3.210.197,6,907,61.296199798583984
15.205.242.71:2083-244.3.210.197:80-TCP,1261069810.093649,48,15.205.242.71,244.3.210.197,2083,80,TCP,15.205.242.71-244.3.210.197,6,907,72.28594017028809
15.205.242.71:2085-244.3.210.197:80-TCP,1261069882.379589,48,15.205.242.71,244.3.210.197,2085,80,TCP,15.205.242.71-244.3.210.197,6,907,67.43197703361511
15.205.242.71:2087-244.3.210.197:80-TCP,1261069949.811566,48,15.205.242.71,244.3.210.197,2087,80,TCP,15.205.242.71-244.3.210.197,6,907,60.94995999336243
15.205.242.71:2091-244.3.210.197:80-TCP,1261070010.761526,48,15.205.242.71,244.3.210.197,2091,80,TCP,15.205.242.71-244.3.210.197,6,907,71.27596783638
15.205.242.71:2094-244.3.210.197:80-TCP,1261070082.037494,48,15.205.242.71,244.3.210.197,2094,80,TCP,15.205.242.71-244.3.210.197,6,907,76.49911904335022
15.205.242.71:2098-244.3.210.197:80-TCP,1261070158.536613,48,15.205.242.71,244.3.210.197,2098,80,TCP,15.205.242.71-244.3.210.197,6,907,75.48247694969177
15.205.242.71:2102-244.3.210.197:80-TCP,1261070234.01909,48,15.205.242.71,244.3.210.197,2102,80,TCP,15.205.242.71-244.3.210.197,6,907,64.84421515464783
15.205.242.71:2116-244.3.210.197:80-TCP,1261070298.863305,48,15.205.242.71,244.3.210.197,2116,80,TCP,15.205.242.71-244.3.210.197,6,907,64.7636239528656
15.205.242.71:2118-244.3.210.197:80-TCP,1261070363.626929,48,15.205.242.71,244.3.210.197,2118,80,TCP,15.205.242.71-244.3.210.197,6,907,62.651811838150024
15.205.242.71:2121-244.3.210.197:80-TCP,1261070426.278741,48,15.205.242.71,244.3.210.197,2121,80,TCP,15.205.242.71-244.3.210.197,6,907,75.58002519607544
15.205.242.71:2123-244.3.210.197:80-TCP,1261070501.858766,48,15.205.242.71,244.3.210.197,2123,80,TCP,15.205.242.71-244.3.210.197,6,907,75.0613489151001
15.205.242.71:2125-244.3.210.197:80-TCP,1261070576.920115,48,15.205.242.71,244.3.210.197,2125,80,TCP,15.205.242.71-244.3.210.197,6,907,61.71006488800049
15.205.242.71:2127-244.3.210.197:80-TCP,1261070638.63018,48,15.205.242.71,244.3.210.197,2127,80,TCP,15.205.242.71-244.3.210.197,6,907,79.88016104698181
15.205.242.71:2130-244.3.210.197:80-TCP,1261070718.510341,48,15.205.242.71,244.3.210.197,2130,80,TCP,15.205.242.71-244.3.210.197,6,907,64.74995517730713
15.205.242.71:2132-244.3.210.197:80-TCP,1261070783.260296,48,15.205.242.71,244.3.210.197,2132,80,TCP,15.205.242.71-244.3.210.197,6,907,64.70814990997314
15.205.242.71:2134-244.3.210.197:80-TCP,1261070847.968446,48,15.205.242.71,244.3.210.197,2134,80,TCP,15.205.242.71-244.3.210.197,6,907,67.075856924057
15.205.242.71:2136-244.3.210.197:80-TCP,1261070915.044303,48,15.205.242.71,244.3.210.197,2136,80,TCP,15.205.242.71-244.3.210.197,6,907,72.98714113235474
15.205.242.71:2139-244.3.210.197:80-TCP,1261070988.031444,48,15.205.242.71,244.3.210.197,2139,80,TCP,15.205.242.71-244.3.210.197,6,1566,0.0
