five_tuple,timestamp,size,src_ip,dst_ip,src_port,dst_port,proto,two_tuple,pkt_count,flow_size,interval
77.197.210.123:59394-41.177.26.176:80-TCP,1261067678.155488,48,77.197.210.123,41.177.26.176,59394,80,TCP,77.197.210.123-41.177.26.176,9,722,0.8892300128936768
77.197.210.123:60256-41.177.26.176:80-TCP,1261067679.044718,48,77.197.210.123,41.177.26.176,60256,80,TCP,77.197.210.123-41.177.26.176,8,635,0.7507028579711914
77.197.210.123:60708-41.177.26.176:80-TCP,1261067679.795421,48,77.197.210.123,41.177.26.176,60708,80,TCP,77.197.210.123-41.177.26.176,9,720,0.8157660961151123
77.197.210.123:61176-41.177.26.176:80-TCP,1261067680.611187,48,77.197.210.123,41.177.26.176,61176,80,TCP,77.197.210.123-41.177.26.176,7,642,0.8140890598297119
77.197.210.123:61606-41.177.26.176:80-TCP,1261067681.425276,48,77.197.210.123,41.177.26.176,61606,80,TCP,77.197.210.123-41.177.26.176,8,631,0.8251829147338867
77.197.210.123:61974-41.177.26.176:80-TCP,1261067682.250459,48,77.197.210.123,41.177.26.176,61974,80,TCP,77.197.210.123-41.177.26.176,7,606,0.7930819988250732
77.197.210.123:62320-41.177.26.176:80-TCP,1261067683.043541,48,77.197.210.123,41.177.26.176,62320,80,TCP,77.197.210.123-41.177.26.176,8,680,0.8115050792694092
77.197.210.123:62656-41.177.26.176:80-TCP,1261067683.855046,48,77.197.210.123,41.177.26.176,62656,80,TCP,77.197.210.123-41.177.26.176,8,680,0.959449052810669
77.197.210.123:63011-41.177.26.176:80-TCP,1261067684.814495,48,77.197.210.123,41.177.26.176,63011,80,TCP,77.197.210.123-41.177.26.176,8,643,0.5854120254516602
77.197.210.123:63278-41.177.26.176:80-TCP,1261067685.399907,48,77.197.210.123,41.177.26.176,63278,80,TCP,77.197.210.123-41.177.26.176,8,645,0.5980517864227295
77.197.210.123:63562-41.177.26.176:80-TCP,1261067685.997959,48,77.197.210.123,41.177.26.176,63562,80,TCP,77.197.210.123-41.177.26.176,9,676,0.6214501857757568
77.197.210.123:63844-41.177.26.176:80-TCP,1261067686.619409,48,77.197.210.123,41.177.26.176,63844,80,TCP,77.197.210.123-41.177.26.176,10,711,0.799983024597168
77.197.210.123:64305-41.177.26.176:80-TCP,1261067687.419392,48,77.197.210.123,41.177.26.176,64305,80,TCP,77.197.210.123-41.177.26.176,9,676,0.8262407779693604
77.197.210.123:65296-41.177.26.176:80-TCP,1261067688.245633,48,77.197.210.123,41.177.26.176,65296,80,TCP,77.197.210.123-41.177.26.176,9,720,0.814338207244873
77.197.210.123:1497-41.177.26.176:80-TCP,1261067689.059971,48,77.197.210.123,41.177.26.176,1497,80,TCP,77.197.210.123-41.177.26.176,8,635,0.8111460208892822
77.197.210.123:1874-41.177.26.176:80-TCP,1261067689.871117,48,77.197.210.123,41.177.26.176,1874,80,TCP,77.197.210.123-41.177.26.176,9,720,0.5927248001098633
77.197.210.123:3111-41.177.26.176:80-TCP,1261067690.463842,48,77.197.210.123,41.177.26.176,3111,80,TCP,77.197.210.123-41.177.26.176,7,595,0.8144171237945557
77.197.210.123:3412-41.177.26.176:80-TCP,1261067691.278259,48,77.197.210.123,41.177.26.176,3412,80,TCP,77.197.210.123-41.177.26.176,7,596,0.8170740604400635
77.197.210.123:3661-41.177.26.176:80-TCP,1261067692.095333,48,77.197.210.123,41.177.26.176,3661,80,TCP,77.197.210.123-41.177.26.176,10,760,0.8018708229064941
77.197.210.123:3898-41.177.26.176:80-TCP,1261067692.897204,48,77.197.210.123,41.177.26.176,3898,80,TCP,77.197.210.123-41.177.26.176,7,592,0.808312177658081
77.197.210.123:4143-41.177.26.176:80-TCP,1261067693.705516,48,77.197.210.123,41.177.26.176,4143,80,TCP,77.197.210.123-41.177.26.176,7,643,0.8556039333343506
77.197.210.123:4353-41.177.26.176:80-TCP,1261067694.56112,48,77.197.210.123,41.177.26.176,4353,80,TCP,77.197.210.123-41.177.26.176,7,595,0.8088529109954834
77.197.210.123:4559-41.177.26.176:80-TCP,1261067695.369973,48,77.197.210.123,41.177.26.176,4559,80,TCP,77.197.210.123-41.177.26.176,7,605,0.8127610683441162
