five_tuple,timestamp,size,src_ip,dst_ip,src_port,dst_port,proto,two_tuple,pkt_count,flow_size,interval
151.77.205.164:6660-244.3.160.239:80-TCP,1261069821.884293,48,151.77.205.164,244.3.160.239,6660,80,TCP,151.77.205.164-244.3.160.239,5,1487,0.02178192138671875
151.77.205.164:10433-244.3.160.239:80-TCP,1261069821.906075,48,151.77.205.164,244.3.160.239,10433,80,TCP,151.77.205.164-244.3.160.239,5,972,0.01720404624938965
151.77.205.164:8919-244.3.160.239:80-TCP,1261069821.923279,48,151.77.205.164,244.3.160.239,8919,80,TCP,151.77.205.164-244.3.160.239,5,999,0.016801834106445312
151.77.205.164:12922-244.3.160.239:80-TCP,1261069821.940081,48,151.77.205.164,244.3.160.239,12922,80,TCP,151.77.205.164-244.3.160.239,5,1487,0.3889000415802002
151.77.205.164:13630-244.3.160.239:80-TCP,1261069822.328981,48,151.77.205.164,244.3.160.239,13630,80,TCP,151.77.205.164-244.3.160.239,5,1513,0.3848299980163574
151.77.205.164:13528-244.3.160.239:80-TCP,1261069822.713811,48,151.77.205.164,244.3.160.239,13528,80,TCP,151.77.205.164-244.3.160.239,5,1391,0.3627750873565674
151.77.205.164:6668-244.3.160.239:80-TCP,1261069823.076586,48,151.77.205.164,244.3.160.239,6668,80,TCP,151.77.205.164-244.3.160.239,6,1762,0.44221997261047363
151.77.205.164:4167-244.3.160.239:80-TCP,1261069823.518806,48,151.77.205.164,244.3.160.239,4167,80,TCP,151.77.205.164-244.3.160.239,12,1767,0.287121057510376
151.77.205.164:15105-244.3.160.239:80-TCP,1261069823.805927,48,151.77.205.164,244.3.160.239,15105,80,TCP,151.77.205.164-244.3.160.239,5,1446,0.005460977554321289
151.77.205.164:14487-244.3.160.239:80-TCP,1261069823.811388,48,151.77.205.164,244.3.160.239,14487,80,TCP,151.77.205.164-244.3.160.239,5,1446,0.005407094955444336
151.77.205.164:7028-244.3.160.239:80-TCP,1261069823.816795,48,151.77.205.164,244.3.160.239,7028,80,TCP,151.77.205.164-244.3.160.239,6,1485,0.0059909820556640625
151.77.205.164:10252-244.3.160.239:80-TCP,1261069823.822786,48,151.77.205.164,244.3.160.239,10252,80,TCP,151.77.205.164-244.3.160.239,5,1432,0.005051851272583008
151.77.205.164:9944-244.3.160.239:80-TCP,1261069823.827838,48,151.77.205.164,244.3.160.239,9944,80,TCP,151.77.205.164-244.3.160.239,6,1491,0.004256010055541992
151.77.205.164:4846-244.3.160.239:80-TCP,1261069823.832094,48,151.77.205.164,244.3.160.239,4846,80,TCP,151.77.205.164-244.3.160.239,7,1530,0.2638890743255615
151.77.205.164:13191-244.3.160.239:80-TCP,1261069824.095983,48,151.77.205.164,244.3.160.239,13191,80,TCP,151.77.205.164-244.3.160.239,5,1446,0.03718090057373047
151.77.205.164:6744-244.3.160.239:80-TCP,1261069824.133164,48,151.77.205.164,244.3.160.239,6744,80,TCP,151.77.205.164-244.3.160.239,16,1919,0.36563897132873535
151.77.205.164:5567-244.3.160.239:80-TCP,1261069824.498803,48,151.77.205.164,244.3.160.239,5567,80,TCP,151.77.205.164-244.3.160.239,6,1542,0.004571199417114258
151.77.205.164:9353-244.3.160.239:80-TCP,1261069824.503374,48,151.77.205.164,244.3.160.239,9353,80,TCP,151.77.205.164-244.3.160.239,6,1540,0.0054738521575927734
151.77.205.164:8829-244.3.160.239:80-TCP,1261069824.508848,48,151.77.205.164,244.3.160.239,8829,80,TCP,151.77.205.164-244.3.160.239,7,1587,0.007331132888793945
151.77.205.164:13007-244.3.160.239:80-TCP,1261069824.516179,48,151.77.205.164,244.3.160.239,13007,80,TCP,151.77.205.164-244.3.160.239,7,1585,0.006699800491333008
151.77.205.164:7294-244.3.160.239:80-TCP,1261069824.522879,48,151.77.205.164,244.3.160.239,7294,80,TCP,151.77.205.164-244.3.160.239,7,1590,0.005713224411010742
151.77.205.164:14695-244.3.160.239:80-TCP,1261069824.528592,48,151.77.205.164,244.3.160.239,14695,80,TCP,151.77.205.164-244.3.160.239,7,1585,0.3053319454193115
151.77.205.164:14522-244.3.160.239:80-TCP,1261069824.833924,48,151.77.205.164,244.3.160.239,14522,80,TCP,151.77.205.164-244.3.160.239,9,1665,0.004499912261962891
