five_tuple,timestamp,size,src_ip,dst_ip,src_port,dst_port,proto,two_tuple,pkt_count,flow_size,interval
244.3.160.239:80-41.177.111.45:10448-TCP,1261069572.969148,64,244.3.160.239,41.177.111.45,80,10448,TCP,244.3.160.239-41.177.111.45,5,831,0.10845303535461426
244.3.160.239:80-41.177.111.45:12003-TCP,1261069573.077601,64,244.3.160.239,41.177.111.45,80,12003,TCP,244.3.160.239-41.177.111.45,5,957,0.029654979705810547
244.3.160.239:80-41.177.111.45:12510-TCP,1261069573.107256,64,244.3.160.239,41.177.111.45,80,12510,TCP,244.3.160.239-41.177.111.45,5,876,0.01297307014465332
244.3.160.239:80-41.177.111.45:13818-TCP,1261069573.120229,64,244.3.160.239,41.177.111.45,80,13818,TCP,244.3.160.239-41.177.111.45,7,2722,0.2926778793334961
244.3.160.239:80-41.177.111.45:8848-TCP,1261069573.412907,64,244.3.160.239,41.177.111.45,80,8848,TCP,244.3.160.239-41.177.111.45,41,39030,0.054940223693847656
244.3.160.239:80-41.177.111.45:5678-TCP,1261069573.467847,64,244.3.160.239,41.177.111.45,80,5678,TCP,244.3.160.239-41.177.111.45,4,586,0.006332874298095703
244.3.160.239:80-41.177.111.45:12165-TCP,1261069573.47418,64,244.3.160.239,41.177.111.45,80,12165,TCP,244.3.160.239-41.177.111.45,6,1809,0.4304039478302002
244.3.160.239:443-41.177.111.45:12559-TCP,1261069573.904584,64,244.3.160.239,41.177.111.45,443,12559,TCP,244.3.160.239-41.177.111.45,13,5961,0.3407161235809326
244.3.160.239:80-41.177.111.45:11274-TCP,1261069574.2453,64,244.3.160.239,41.177.111.45,80,11274,TCP,244.3.160.239-41.177.111.45,5,1138,0.055867910385131836
244.3.160.239:80-41.177.111.45:4927-TCP,1261069574.301168,64,244.3.160.239,41.177.111.45,80,4927,TCP,244.3.160.239-41.177.111.45,29,26795,0.17387795448303223
244.3.160.239:80-41.177.111.45:2313-TCP,1261069574.475046,64,244.3.160.239,41.177.111.45,80,2313,TCP,244.3.160.239-41.177.111.45,5,1004,0.000885009765625
244.3.160.239:80-41.177.111.45:13667-TCP,1261069574.475931,64,244.3.160.239,41.177.111.45,80,13667,TCP,244.3.160.239-41.177.111.45,42,40764,0.0009741783142089844
244.3.160.239:80-41.177.111.45:2156-TCP,1261069574.476905,64,244.3.160.239,41.177.111.45,80,2156,TCP,244.3.160.239-41.177.111.45,5,707,0.0010139942169189453
244.3.160.239:80-41.177.111.45:4604-TCP,1261069574.477919,64,244.3.160.239,41.177.111.45,80,4604,TCP,244.3.160.239-41.177.111.45,11,7218,0.04170989990234375
244.3.160.239:80-41.177.111.45:9260-TCP,1261069574.519629,64,244.3.160.239,41.177.111.45,80,9260,TCP,244.3.160.239-41.177.111.45,18,16535,4.410743713378906e-05
244.3.160.239:80-41.177.111.45:3894-TCP,1261069574.519673,64,244.3.160.239,41.177.111.45,80,3894,TCP,244.3.160.239-41.177.111.45,127,132995,4.100799560546875e-05
244.3.160.239:80-41.177.111.45:10617-TCP,1261069574.519714,64,244.3.160.239,41.177.111.45,80,10617,TCP,244.3.160.239-41.177.111.45,6,1988,4.1961669921875e-05
244.3.160.239:80-41.177.111.45:7503-TCP,1261069574.519756,64,244.3.160.239,41.177.111.45,80,7503,TCP,244.3.160.239-41.177.111.45,7,3118,0.04214286804199219
244.3.160.239:80-41.177.111.45:9363-TCP,1261069574.561899,64,244.3.160.239,41.177.111.45,80,9363,TCP,244.3.160.239-41.177.111.45,37,35875,0.002807140350341797
244.3.160.239:80-41.177.111.45:2597-TCP,1261069574.564706,64,244.3.160.239,41.177.111.45,80,2597,TCP,244.3.160.239-41.177.111.45,8,4491,0.0027790069580078125
244.3.160.239:80-41.177.111.45:15147-TCP,1261069574.567485,64,244.3.160.239,41.177.111.45,80,15147,TCP,244.3.160.239-41.177.111.45,5,538,0.1167898178100586
