five_tuple,timestamp,size,src_ip,dst_ip,src_port,dst_port,proto,two_tuple,pkt_count,flow_size,interval
40.248.75.193:80-244.3.160.239:33564-TCP,1261071042.286739,48,40.248.75.193,244.3.160.239,80,33564,TCP,40.248.75.193-244.3.160.239,81,16549,0.4973888397216797
40.248.75.193:80-244.3.160.239:33567-TCP,1261071042.784128,48,40.248.75.193,244.3.160.239,80,33567,TCP,40.248.75.193-244.3.160.239,8,6357,0.004739999771118164
40.248.75.193:80-244.3.160.239:33568-TCP,1261071042.788868,48,40.248.75.193,244.3.160.239,80,33568,TCP,40.248.75.193-244.3.160.239,7,3105,0.2740969657897949
40.248.75.193:80-244.3.160.239:33570-TCP,1261071043.062965,48,40.248.75.193,244.3.160.239,80,33570,TCP,40.248.75.193-244.3.160.239,8,7061,0.0046160221099853516
40.248.75.193:80-244.3.160.239:33572-TCP,1261071043.067581,48,40.248.75.193,244.3.160.239,80,33572,TCP,40.248.75.193-244.3.160.239,8,5865,0.001631021499633789
40.248.75.193:80-244.3.160.239:33571-TCP,1261071043.069212,48,40.248.75.193,244.3.160.239,80,33571,TCP,40.248.75.193-244.3.160.239,7,3596,0.006044149398803711
40.248.75.193:80-244.3.160.239:33573-TCP,1261071043.075256,48,40.248.75.193,244.3.160.239,80,33573,TCP,40.248.75.193-244.3.160.239,7,4120,0.0036499500274658203
40.248.75.193:80-244.3.160.239:33574-TCP,1261071043.078906,48,40.248.75.193,244.3.160.239,80,33574,TCP,40.248.75.193-244.3.160.239,9,7313,0.008605003356933594
40.248.75.193:80-244.3.160.239:33575-TCP,1261071043.087511,48,40.248.75.193,244.3.160.239,80,33575,TCP,40.248.75.193-244.3.160.239,6,2507,0.24541187286376953
40.248.75.193:80-244.3.160.239:33579-TCP,1261071043.332923,48,40.248.75.193,244.3.160.239,80,33579,TCP,40.248.75.193-244.3.160.239,8,6124,0.002933025360107422
40.248.75.193:80-244.3.160.239:33578-TCP,1261071043.335856,48,40.248.75.193,244.3.160.239,80,33578,TCP,40.248.75.193-244.3.160.239,5,483,0.0005271434783935547
40.248.75.193:80-244.3.160.239:33580-TCP,1261071043.336383,48,40.248.75.193,244.3.160.239,80,33580,TCP,40.248.75.193-244.3.160.239,5,1115,0.002998828887939453
40.248.75.193:80-244.3.160.239:33581-TCP,1261071043.339382,48,40.248.75.193,244.3.160.239,80,33581,TCP,40.248.75.193-244.3.160.239,8,7217,0.3540980815887451
40.248.75.193:80-244.3.160.239:33583-TCP,1261071043.69348,48,40.248.75.193,244.3.160.239,80,33583,TCP,40.248.75.193-244.3.160.239,8,6857,0.0051729679107666016
40.248.75.193:80-244.3.160.239:33585-TCP,1261071043.698653,48,40.248.75.193,244.3.160.239,80,33585,TCP,40.248.75.193-244.3.160.239,9,7799,0.0005929470062255859
40.248.75.193:80-244.3.160.239:33584-TCP,1261071043.699246,48,40.248.75.193,244.3.160.239,80,33584,TCP,40.248.75.193-244.3.160.239,8,6655,0.00020313262939453125
40.248.75.193:80-244.3.160.239:33582-TCP,1261071043.699449,48,40.248.75.193,244.3.160.239,80,33582,TCP,40.248.75.193-244.3.160.239,8,6923,0.007302045822143555
40.248.75.193:80-244.3.160.239:33586-TCP,1261071043.706751,48,40.248.75.193,244.3.160.239,80,33586,TCP,40.248.75.193-244.3.160.239,8,5876,0.004745960235595703
40.248.75.193:80-244.3.160.239:33587-TCP,1261071043.711497,48,40.248.75.193,244.3.160.239,80,33587,TCP,40.248.75.193-244.3.160.239,10,9714,0.22444701194763184
