five_tuple,timestamp,size,src_ip,dst_ip,src_port,dst_port,proto,two_tuple,pkt_count,flow_size,interval
77.197.106.128:31317-41.177.26.91:80-TCP,1261068170.651529,48,77.197.106.128,41.177.26.91,31317,80,TCP,77.197.106.128-41.177.26.91,7,616,243.95576882362366
77.197.106.128:32005-41.177.26.91:80-TCP,1261068414.607298,48,77.197.106.128,41.177.26.91,32005,80,TCP,77.197.106.128-41.177.26.91,9,702,102.90000510215759
77.197.106.128:33312-41.177.26.91:80-TCP,1261068517.507303,48,77.197.106.128,41.177.26.91,33312,80,TCP,77.197.106.128-41.177.26.91,9,691,232.1561300754547
77.197.106.128:35109-41.177.26.91:80-TCP,1261068749.663433,48,77.197.106.128,41.177.26.91,35109,80,TCP,77.197.106.128-41.177.26.91,8,673,1.4494619369506836
77.197.106.128:35182-41.177.26.91:80-TCP,1261068751.112895,48,77.197.106.128,41.177.26.91,35182,80,TCP,77.197.106.128-41.177.26.91,8,662,27.500230073928833
77.197.106.128:35551-41.177.26.91:80-TCP,1261068778.613125,48,77.197.106.128,41.177.26.91,35551,80,TCP,77.197.106.128-41.177.26.91,11,779,45.11210799217224
77.197.106.128:36275-41.177.26.91:80-TCP,1261068823.725233,48,77.197.106.128,41.177.26.91,36275,80,TCP,77.197.106.128-41.177.26.91,8,651,27.605008840560913
77.197.106.128:36678-41.177.26.91:80-TCP,1261068851.330242,48,77.197.106.128,41.177.26.91,36678,80,TCP,77.197.106.128-41.177.26.91,10,734,0.9891691207885742
77.197.106.128:36771-41.177.26.91:80-TCP,1261068852.319411,48,77.197.106.128,41.177.26.91,36771,80,TCP,77.197.106.128-41.177.26.91,8,601,5.170778036117554
77.197.106.128:37084-41.177.26.91:80-TCP,1261068857.490189,48,77.197.106.128,41.177.26.91,37084,80,TCP,77.197.106.128-41.177.26.91,9,697,1.4504139423370361
77.197.106.128:37154-41.177.26.91:80-TCP,1261068858.940603,48,77.197.106.128,41.177.26.91,37154,80,TCP,77.197.106.128-41.177.26.91,10,734,53.392651081085205
77.197.106.128:37346-41.177.26.91:80-TCP,1261068912.333254,48,77.197.106.128,41.177.26.91,37346,80,TCP,77.197.106.128-41.177.26.91,9,695,5.857270956039429
77.197.106.128:37725-41.177.26.91:80-TCP,1261068918.190525,48,77.197.106.128,41.177.26.91,37725,80,TCP,77.197.106.128-41.177.26.91,9,704,4.638972997665405
77.197.106.128:37877-41.177.26.91:80-TCP,1261068922.829498,48,77.197.106.128,41.177.26.91,37877,80,TCP,77.197.106.128-41.177.26.91,9,697,3.2457120418548584
77.197.106.128:37971-41.177.26.91:80-TCP,1261068926.07521,48,77.197.106.128,41.177.26.91,37971,80,TCP,77.197.106.128-41.177.26.91,9,696,170.40286898612976
77.197.106.128:38647-41.177.26.91:80-TCP,1261069096.478079,48,77.197.106.128,41.177.26.91,38647,80,TCP,77.197.106.128-41.177.26.91,9,713,2.4289498329162598
77.197.106.128:38775-41.177.26.91:80-TCP,1261069098.907029,48,77.197.106.128,41.177.26.91,38775,80,TCP,77.197.106.128-41.177.26.91,10,738,3.4724040031433105
77.197.106.128:38940-41.177.26.91:80-TCP,1261069102.379433,48,77.197.106.128,41.177.26.91,38940,80,TCP,77.197.106.128-41.177.26.91,11,777,4.32091212272644
77.197.106.128:39082-41.177.26.91:80-TCP,1261069106.700345,48,77.197.106.128,41.177.26.91,39082,80,TCP,77.197.106.128-41.177.26.91,10,732,0.6212780475616455
77.197.106.128:39112-41.177.26.91:80-TCP,1261069107.321623,48,77.197.106.128,41.177.26.91,39112,80,TCP,77.197.106.128-41.177.26.91,9,696,0.7355120182037354
77.197.106.128:39140-41.177.26.91:80-TCP,1261069108.057135,48,77.197.106.128,41.177.26.91,39140,80,TCP,77.197.106.128-41.177.26.91,15,929,3.8519959449768066
77.197.106.128:39292-41.177.26.91:80-TCP,1261069111.909131,48,77.197.106.128,41.177.26.91,39292,80,TCP,77.197.106.128-41.177.26.91,9,700,0.8149440288543701
77.197.106.128:39315-41.177.26.91:80-TCP,1261069112.724075,48,77.197.106.128,41.177.26.91,39315,80,TCP,77.197.106.128-41.177.26.91,9,699,0.5535449981689453
77.197.106.128:39346-41.177.26.91:80-TCP,1261069113.27762,48,77.197.106.128,41.177.26.91,39346,80,TCP,77.197.106.128-41.177.26.91,16,978,33.352717876434326
