five_tuple,timestamp,size,src_ip,dst_ip,src_port,dst_port,proto,two_tuple,pkt_count,flow_size,interval
244.3.160.239:50592-188.68.72.71:80-TCP,1261069273.061977,48,244.3.160.239,188.68.72.71,50592,80,TCP,244.3.160.239-188.68.72.71,7,1216,219.3159580230713
244.3.160.239:53460-188.68.72.71:80-TCP,1261069492.377935,48,244.3.160.239,188.68.72.71,53460,80,TCP,244.3.160.239-188.68.72.71,8,1026,874.2804520130157
244.3.160.239:61415-188.68.72.71:80-TCP,1261070366.658387,48,244.3.160.239,188.68.72.71,61415,80,TCP,244.3.160.239-188.68.72.71,14,1578,1.4778871536254883
244.3.160.239:61426-188.68.72.71:80-TCP,1261070368.136274,48,244.3.160.239,188.68.72.71,61426,80,TCP,244.3.160.239-188.68.72.71,6,1009,0.18192696571350098
244.3.160.239:61427-188.68.72.71:80-TCP,1261070368.318201,48,244.3.160.239,188.68.72.71,61427,80,TCP,244.3.160.239-188.68.72.71,12,1246,0.20943689346313477
244.3.160.239:61430-188.68.72.71:80-TCP,1261070368.527638,48,244.3.160.239,188.68.72.71,61430,80,TCP,244.3.160.239-188.68.72.71,9,1126,0.12280011177062988
244.3.160.239:61432-188.68.72.71:80-TCP,1261070368.650438,48,244.3.160.239,188.68.72.71,61432,80,TCP,244.3.160.239-188.68.72.71,6,1010,0.24248790740966797
244.3.160.239:61433-188.68.72.71:80-TCP,1261070368.892926,48,244.3.160.239,188.68.72.71,61433,80,TCP,244.3.160.239-188.68.72.71,9,1140,0.26999902725219727
244.3.160.239:61436-188.68.72.71:80-TCP,1261070369.162925,48,244.3.160.239,188.68.72.71,61436,80,TCP,244.3.160.239-188.68.72.71,12,1253,0.3430349826812744
244.3.160.239:61437-188.68.72.71:80-TCP,1261070369.50596,48,244.3.160.239,188.68.72.71,61437,80,TCP,244.3.160.239-188.68.72.71,7,1056,0.32494497299194336
244.3.160.239:61439-188.68.72.71:80-TCP,1261070369.830905,48,244.3.160.239,188.68.72.71,61439,80,TCP,244.3.160.239-188.68.72.71,5,240,0.0004870891571044922
244.3.160.239:61440-188.68.72.71:80-TCP,1261070369.831392,48,244.3.160.239,188.68.72.71,61440,80,TCP,244.3.160.239-188.68.72.71,6,1014,0.18710803985595703
244.3.160.239:61446-188.68.72.71:80-TCP,1261070370.0185,48,244.3.160.239,188.68.72.71,61446,80,TCP,244.3.160.239-188.68.72.71,5,240,73.91987299919128
244.3.160.239:61991-188.68.72.71:80-TCP,1261070443.938373,48,244.3.160.239,188.68.72.71,61991,80,TCP,244.3.160.239-188.68.72.71,13,1555,1.9199779033660889
244.3.160.239:62012-188.68.72.71:80-TCP,1261070445.858351,48,244.3.160.239,188.68.72.71,62012,80,TCP,244.3.160.239-188.68.72.71,6,1050,0.1681199073791504
244.3.160.239:62014-188.68.72.71:80-TCP,1261070446.026471,48,244.3.160.239,188.68.72.71,62014,80,TCP,244.3.160.239-188.68.72.71,6,1047,0.15555500984191895
244.3.160.239:62016-188.68.72.71:80-TCP,1261070446.182026,48,244.3.160.239,188.68.72.71,62016,80,TCP,244.3.160.239-188.68.72.71,6,1047,0.008726119995117188
244.3.160.239:62017-188.68.72.71:80-TCP,1261070446.190752,48,244.3.160.239,188.68.72.71,62017,80,TCP,244.3.160.239-188.68.72.71,6,1051,0.17741799354553223
244.3.160.239:62020-188.68.72.71:80-TCP,1261070446.36817,48,244.3.160.239,188.68.72.71,62020,80,TCP,244.3.160.239-188.68.72.71,6,1061,0.1702430248260498
244.3.160.239:62021-188.68.72.71:80-TCP,1261070446.538413,48,244.3.160.239,188.68.72.71,62021,80,TCP,244.3.160.239-188.68.72.71,6,1054,0.16786789894104004
244.3.160.239:62025-188.68.72.71:80-TCP,1261070446.706281,48,244.3.160.239,188.68.72.71,62025,80,TCP,244.3.160.239-188.68.72.71,6,1057,0.26847195625305176
244.3.160.239:62029-188.68.72.71:80-TCP,1261070446.974753,48,244.3.160.239,188.68.72.71,62029,80,TCP,244.3.160.239-188.68.72.71,6,1025,0.0009031295776367188
