five_tuple,timestamp,size,src_ip,dst_ip,src_port,dst_port,proto,two_tuple,pkt_count,flow_size,interval
41.177.77.111:12346-244.3.160.239:80-TCP,1261067321.6452,48,41.177.77.111,244.3.160.239,12346,80,TCP,41.177.77.111-244.3.160.239,5,968,0.009474992752075195
41.177.77.111:14080-244.3.160.239:80-TCP,1261067321.654675,48,41.177.77.111,244.3.160.239,14080,80,TCP,41.177.77.111-244.3.160.239,5,985,0.011110067367553711
41.177.77.111:14812-244.3.160.239:80-TCP,1261067321.665785,48,41.177.77.111,244.3.160.239,14812,80,TCP,41.177.77.111-244.3.160.239,5,1037,0.009641885757446289
41.177.77.111:7185-244.3.160.239:80-TCP,1261067321.675427,48,41.177.77.111,244.3.160.239,7185,80,TCP,41.177.77.111-244.3.160.239,6,1033,0.297011137008667
41.177.77.111:15612-244.3.160.239:80-TCP,1261067321.972438,48,41.177.77.111,244.3.160.239,15612,80,TCP,41.177.77.111-244.3.160.239,24,1773,0.10214900970458984
41.177.77.111:13565-244.3.160.239:80-TCP,1261067322.074587,48,41.177.77.111,244.3.160.239,13565,80,TCP,41.177.77.111-244.3.160.239,6,1353,0.0020029544830322266
41.177.77.111:3811-244.3.160.239:80-TCP,1261067322.07659,48,41.177.77.111,244.3.160.239,3811,80,TCP,41.177.77.111-244.3.160.239,6,891,0.5939209461212158
41.177.77.111:13473-244.3.160.239:443-TCP,1261067322.670511,48,41.177.77.111,244.3.160.239,13473,443,TCP,41.177.77.111-244.3.160.239,11,1854,0.8653879165649414
41.177.77.111:7233-244.3.160.239:80-TCP,1261067323.535899,48,41.177.77.111,244.3.160.239,7233,80,TCP,41.177.77.111-244.3.160.239,5,1445,0.013199090957641602
41.177.77.111:6886-244.3.160.239:80-TCP,1261067323.549098,48,41.177.77.111,244.3.160.239,6886,80,TCP,41.177.77.111-244.3.160.239,79,4346,0.52109694480896
41.177.77.111:12793-244.3.160.239:80-TCP,1261067324.070195,48,41.177.77.111,244.3.160.239,12793,80,TCP,41.177.77.111-244.3.160.239,6,1100,0.000370025634765625
41.177.77.111:14834-244.3.160.239:80-TCP,1261067324.070565,48,41.177.77.111,244.3.160.239,14834,80,TCP,41.177.77.111-244.3.160.239,12,1340,4.0531158447265625e-06
41.177.77.111:3542-244.3.160.239:80-TCP,1261067324.070569,48,41.177.77.111,244.3.160.239,3542,80,TCP,41.177.77.111-244.3.160.239,6,1111,0.0001308917999267578
41.177.77.111:14896-244.3.160.239:80-TCP,1261067324.0707,48,41.177.77.111,244.3.160.239,14896,80,TCP,41.177.77.111-244.3.160.239,66,3486,0.2847321033477783
41.177.77.111:11329-244.3.160.239:80-TCP,1261067324.355432,48,41.177.77.111,244.3.160.239,11329,80,TCP,41.177.77.111-244.3.160.239,21,1684,0.046469926834106445
41.177.77.111:13123-244.3.160.239:80-TCP,1261067324.401902,48,41.177.77.111,244.3.160.239,13123,80,TCP,41.177.77.111-244.3.160.239,7,1132,0.012660026550292969
41.177.77.111:5860-244.3.160.239:80-TCP,1261067324.414562,48,41.177.77.111,244.3.160.239,5860,80,TCP,41.177.77.111-244.3.160.239,5,1049,0.012258052825927734
41.177.77.111:13621-244.3.160.239:80-TCP,1261067324.42682,48,41.177.77.111,244.3.160.239,13621,80,TCP,41.177.77.111-244.3.160.239,5,1042,0.007863998413085938
41.177.77.111:3496-244.3.160.239:80-TCP,1261067324.434684,48,41.177.77.111,244.3.160.239,3496,80,TCP,41.177.77.111-244.3.160.239,24,1834,0.00036406517028808594
41.177.77.111:15121-244.3.160.239:80-TCP,1261067324.435048,48,41.177.77.111,244.3.160.239,15121,80,TCP,41.177.77.111-244.3.160.239,5,1062,0.05316901206970215
41.177.77.111:12662-244.3.160.239:80-TCP,1261067324.488217,48,41.177.77.111,244.3.160.239,12662,80,TCP,41.177.77.111-244.3.160.239,6,1098,0.012089967727661133
41.177.77.111:16259-244.3.160.239:80-TCP,1261067324.500307,48,41.177.77.111,244.3.160.239,16259,80,TCP,41.177.77.111-244.3.160.239,8,1171,0.02383589744567871
41.177.77.111:11488-244.3.160.239:80-TCP,1261067324.524143,48,41.177.77.111,244.3.160.239,11488,80,TCP,41.177.77.111-244.3.160.239,5,1053,0.018597126007080078
41.177.77.111:3809-244.3.160.239:80-TCP,1261067324.54274,48,41.177.77.111,244.3.160.239,3809,80,TCP,41.177.77.111-244.3.160.239,33,2206,0.003301858901977539
41.177.77.111:11818-244.3.160.239:80-TCP,1261067324.546042,48,41.177.77.111,244.3.160.239,11818,80,TCP,41.177.77.111-244.3.160.239,6,1131,0.00023698806762695312
41.177.77.111:7884-244.3.160.239:80-TCP,1261067324.546279,48,41.177.77.111,244.3.160.239,7884,80,TCP,41.177.77.111-244.3.160.239,6,1135,0.00036716461181640625
41.177.77.111:14517-244.3.160.239:80-TCP,1261067324.546646,48,41.177.77.111,244.3.160.239,14517,80,TCP,41.177.77.111-244.3.160.239,6,1148,3.814697265625e-06
41.177.77.111:12717-244.3.160.239:80-TCP,1261067324.54665,48,41.177.77.111,244.3.160.239,12717,80,TCP,41.177.77.111-244.3.160.239,6,1127,0.0002651214599609375
41.177.77.111:7287-244.3.160.239:80-TCP,1261067324.546915,48,41.177.77.111,244.3.160.239,7287,80,TCP,41.177.77.111-244.3.160.239,6,1135,0.0003058910369873047
41.177.77.111:15734-244.3.160.239:80-TCP,1261067324.547221,48,41.177.77.111,244.3.160.239,15734,80,TCP,41.177.77.111-244.3.160.239,6,1131,0.020507097244262695
41.177.77.111:12315-244.3.160.239:80-TCP,1261067324.567728,48,41.177.77.111,244.3.160.239,12315,80,TCP,41.177.77.111-244.3.160.239,6,971,0.0022919178009033203
41.177.77.111:11188-244.3.160.239:80-TCP,1261067324.57002,48,41.177.77.111,244.3.160.239,11188,80,TCP,41.177.77.111-244.3.160.239,6,978,0.0005130767822265625
41.177.77.111:15832-244.3.160.239:80-TCP,1261067324.570533,48,41.177.77.111,244.3.160.239,15832,80,TCP,41.177.77.111-244.3.160.239,6,992,0.0005478858947753906
41.177.77.111:12486-244.3.160.239:80-TCP,1261067324.571081,48,41.177.77.111,244.3.160.239,12486,80,TCP,41.177.77.111-244.3.160.239,6,987,0.027891159057617188
41.177.77.111:15506-244.3.160.239:80-TCP,1261067324.598972,48,41.177.77.111,244.3.160.239,15506,80,TCP,41.177.77.111-244.3.160.239,7,1170,0.0003159046173095703
41.177.77.111:11129-244.3.160.239:80-TCP,1261067324.599288,48,41.177.77.111,244.3.160.239,11129,80,TCP,41.177.77.111-244.3.160.239,6,1132,0.046180009841918945
41.177.77.111:13231-244.3.160.239:80-TCP,1261067324.645468,48,41.177.77.111,244.3.160.239,13231,80,TCP,41.177.77.111-244.3.160.239,6,1138,0.0007419586181640625
41.177.77.111:7749-244.3.160.239:80-TCP,1261067324.64621,48,41.177.77.111,244.3.160.239,7749,80,TCP,41.177.77.111-244.3.160.239,6,1135,0.00025010108947753906
41.177.77.111:6471-244.3.160.239:80-TCP,1261067324.64646,48,41.177.77.111,244.3.160.239,6471,80,TCP,41.177.77.111-244.3.160.239,6,1139,0.0009658336639404297
41.177.77.111:3836-244.3.160.239:80-TCP,1261067324.647426,48,41.177.77.111,244.3.160.239,3836,80,TCP,41.177.77.111-244.3.160.239,6,1134,0.0006601810455322266
41.177.77.111:13722-244.3.160.239:80-TCP,1261067324.648086,48,41.177.77.111,244.3.160.239,13722,80,TCP,41.177.77.111-244.3.160.239,6,1127,0.0001938343048095703
41.177.77.111:13382-244.3.160.239:80-TCP,1261067324.64828,48,41.177.77.111,244.3.160.239,13382,80,TCP,41.177.77.111-244.3.160.239,6,1135,0.026600122451782227
41.177.77.111:4348-244.3.160.239:80-TCP,1261067324.67488,48,41.177.77.111,244.3.160.239,4348,80,TCP,41.177.77.111-244.3.160.239,6,1134,0.07378292083740234
41.177.77.111:3167-244.3.160.239:80-TCP,1261067324.748663,48,41.177.77.111,244.3.160.239,3167,80,TCP,41.177.77.111-244.3.160.239,6,1139,7.2756030559539795
41.177.77.111:4710-244.3.160.239:80-TCP,1261067332.024266,48,41.177.77.111,244.3.160.239,4710,80,TCP,41.177.77.111-244.3.160.239,6,1225,1.5164411067962646
