five_tuple,timestamp,size,src_ip,dst_ip,src_port,dst_port,proto,two_tuple,pkt_count,flow_size,interval
41.177.77.222:4240-244.3.160.239:80-TCP,1261070755.436574,48,41.177.77.222,244.3.160.239,4240,80,TCP,41.177.77.222-244.3.160.239,5,1332,0.01145792007446289
41.177.77.222:6493-244.3.160.239:80-TCP,1261070755.448032,48,41.177.77.222,244.3.160.239,6493,80,TCP,41.177.77.222-244.3.160.239,5,1349,0.011684179306030273
41.177.77.222:13605-244.3.160.239:80-TCP,1261070755.459716,48,41.177.77.222,244.3.160.239,13605,80,TCP,41.177.77.222-244.3.160.239,5,1401,0.010089874267578125
41.177.77.222:6242-244.3.160.239:80-TCP,1261070755.469806,48,41.177.77.222,244.3.160.239,6242,80,TCP,41.177.77.222-244.3.160.239,6,1397,0.33351802825927734
41.177.77.222:12076-244.3.160.239:80-TCP,1261070755.803324,48,41.177.77.222,244.3.160.239,12076,80,TCP,41.177.77.222-244.3.160.239,24,1968,0.0668950080871582
41.177.77.222:7845-244.3.160.239:80-TCP,1261070755.870219,48,41.177.77.222,244.3.160.239,7845,80,TCP,41.177.77.222-244.3.160.239,6,1556,0.3030071258544922
41.177.77.222:4418-244.3.160.239:443-TCP,1261070756.173226,48,41.177.77.222,244.3.160.239,4418,443,TCP,41.177.77.222-244.3.160.239,10,1809,0.19780588150024414
41.177.77.222:9116-244.3.160.239:80-TCP,1261070756.371032,48,41.177.77.222,244.3.160.239,9116,80,TCP,41.177.77.222-244.3.160.239,5,1450,0.013930082321166992
41.177.77.222:4972-244.3.160.239:80-TCP,1261070756.384962,48,41.177.77.222,244.3.160.239,4972,80,TCP,41.177.77.222-244.3.160.239,107,5471,1.0397210121154785
41.177.77.222:16230-244.3.160.239:80-TCP,1261070757.424683,48,41.177.77.222,244.3.160.239,16230,80,TCP,41.177.77.222-244.3.160.239,6,1295,0.040762901306152344
41.177.77.222:16075-244.3.160.239:80-TCP,1261070757.465446,48,41.177.77.222,244.3.160.239,16075,80,TCP,41.177.77.222-244.3.160.239,12,1535,0.008372068405151367
41.177.77.222:11273-244.3.160.239:80-TCP,1261070757.473818,48,41.177.77.222,244.3.160.239,11273,80,TCP,41.177.77.222-244.3.160.239,6,1294,0.1259310245513916
41.177.77.222:4093-244.3.160.239:80-TCP,1261070757.599749,48,41.177.77.222,244.3.160.239,4093,80,TCP,41.177.77.222-244.3.160.239,66,3696,0.02576589584350586
41.177.77.222:12063-244.3.160.239:80-TCP,1261070757.625515,48,41.177.77.222,244.3.160.239,12063,80,TCP,41.177.77.222-244.3.160.239,21,1894,0.016969919204711914
41.177.77.222:12689-244.3.160.239:80-TCP,1261070757.642485,48,41.177.77.222,244.3.160.239,12689,80,TCP,41.177.77.222-244.3.160.239,5,1259,0.0014810562133789062
