five_tuple,timestamp,size,src_ip,dst_ip,src_port,dst_port,proto,two_tuple,pkt_count,flow_size,interval
244.3.160.239:80-40.138.160.255:12542-TCP,1261069132.819964,64,244.3.160.239,40.138.160.255,80,12542,TCP,244.3.160.239-40.138.160.255,5,961,0.8498330116271973
244.3.160.239:80-40.138.160.255:2866-TCP,1261069133.669797,64,244.3.160.239,40.138.160.255,80,2866,TCP,244.3.160.239-40.138.160.255,5,1078,34.659152030944824
244.3.160.239:80-40.138.160.255:12432-TCP,1261069168.328949,64,244.3.160.239,40.138.160.255,80,12432,TCP,244.3.160.239-40.138.160.255,5,1087,0.6802730560302734
244.3.160.239:80-40.138.160.255:3278-TCP,1261069169.009222,64,244.3.160.239,40.138.160.255,80,3278,TCP,244.3.160.239-40.138.160.255,5,1006,0.6603059768676758
244.3.160.239:80-40.138.160.255:11776-TCP,1261069169.669528,64,244.3.160.239,40.138.160.255,80,11776,TCP,244.3.160.239-40.138.160.255,7,2964,1.0099430084228516
244.3.160.239:80-40.138.160.255:7987-TCP,1261069170.679471,64,244.3.160.239,40.138.160.255,80,7987,TCP,244.3.160.239-40.138.160.255,39,38926,1.7186329364776611
244.3.160.239:80-40.138.160.255:16292-TCP,1261069172.398104,64,244.3.160.239,40.138.160.255,80,16292,TCP,244.3.160.239-40.138.160.255,6,1939,0.020682096481323242
244.3.160.239:80-40.138.160.255:12123-TCP,1261069172.418786,64,244.3.160.239,40.138.160.255,80,12123,TCP,244.3.160.239-40.138.160.255,7,1564,1.503216028213501
244.3.160.239:443-40.138.160.255:10277-TCP,1261069173.922002,64,244.3.160.239,40.138.160.255,443,10277,TCP,244.3.160.239-40.138.160.255,13,6363,1.5072808265686035
244.3.160.239:80-40.138.160.255:6912-TCP,1261069175.429283,64,244.3.160.239,40.138.160.255,80,6912,TCP,244.3.160.239-40.138.160.255,5,444,0.7095441818237305
244.3.160.239:80-40.138.160.255:8493-TCP,1261069176.138827,64,244.3.160.239,40.138.160.255,80,8493,TCP,244.3.160.239-40.138.160.255,5,1288,0.7194249629974365
244.3.160.239:80-40.138.160.255:10781-TCP,1261069176.858252,64,244.3.160.239,40.138.160.255,80,10781,TCP,244.3.160.239-40.138.160.255,38,38738,1.1743888854980469
244.3.160.239:80-40.138.160.255:12719-TCP,1261069178.032641,64,244.3.160.239,40.138.160.255,80,12719,TCP,244.3.160.239-40.138.160.255,7,3118,0.006328105926513672
244.3.160.239:80-40.138.160.255:5601-TCP,1261069178.038969,64,244.3.160.239,40.138.160.255,80,5601,TCP,244.3.160.239-40.138.160.255,18,16535,0.010084867477416992
244.3.160.239:80-40.138.160.255:8475-TCP,1261069178.049054,64,244.3.160.239,40.138.160.255,80,8475,TCP,244.3.160.239-40.138.160.255,126,132943,0.0005841255187988281
244.3.160.239:80-40.138.160.255:9389-TCP,1261069178.049638,64,244.3.160.239,40.138.160.255,80,9389,TCP,244.3.160.239-40.138.160.255,6,1988,2.3398540019989014
244.3.160.239:80-40.138.160.255:16364-TCP,1261069180.389492,64,244.3.160.239,40.138.160.255,80,16364,TCP,244.3.160.239-40.138.160.255,36,35823,1.759307861328125
244.3.160.239:80-40.138.160.255:9151-TCP,1261069182.1488,64,244.3.160.239,40.138.160.255,80,9151,TCP,244.3.160.239-40.138.160.255,8,4491,0.697498083114624
244.3.160.239:80-40.138.160.255:11568-TCP,1261069182.846298,64,244.3.160.239,40.138.160.255,80,11568,TCP,244.3.160.239-40.138.160.255,5,1004,0.582813024520874
244.3.160.239:80-40.138.160.255:7640-TCP,1261069183.429111,64,244.3.160.239,40.138.160.255,80,7640,TCP,244.3.160.239-40.138.160.255,5,538,0.6289680004119873
244.3.160.239:80-40.138.160.255:16212-TCP,1261069184.058079,64,244.3.160.239,40.138.160.255,80,16212,TCP,244.3.160.239-40.138.160.255,41,40712,0.02163410186767578
