time,size
1.315145492553711,184
3.104522943496704,60
5.020963907241821,184
5.35908055305481,184
7.537102460861206,60
8.360053777694702,60
9.401878118515015,184
13.120205163955688,184
13.444726467132568,184
14.268699884414673,60
17.16395926475525,184
17.487817525863647,184
21.20799708366394,184
22.548649311065674,60
24.324068069458008,60
25.59101700782776,184
28.189827919006348,60
29.638362407684326,184
32.48944020271301,60
33.35307478904724,184
37.4001042842865,184
37.73895478248596,184
41.44993019104004,184
41.78307509422302,184
42.51287484169006,60
44.3105731010437,60
44.313108682632446,60
48.107651710510254,60
49.87833094596863,184
53.60998487472534,184
57.65410590171814,184
58.17539143562317,60
62.02303504943848,184
64.32618570327759,60
66.07035803794861,184
68.11914491653442,60
70.12015080451965,184
73.86613368988037,184
74.29675149917603,60
79.26071000099182,60
81.96910262107849,184
82.27709317207336,184
82.50820875167847,60
84.28173661231995,60
86.32410597801208,184
88.1107087135315,60
90.07328748703003,184
90.37106943130493,184
92.49510169029236,60
94.41729211807251,184
98.17730164527893,184
98.46123719215393,184
102.50515460968018,184
106.27841925621033,184
107.52771544456482,60
109.31651258468628,60
113.141597032547,60
114.29285383224487,60
114.6560571193695,184
118.42616605758667,184
119.28053760528564,60
