time,size
3.6476306915283203,184
3.6648261547088623,184
4.241004467010498,60
6.713793992996216,60
11.768247365951538,184
14.281291484832764,60
15.797562599182129,184
15.812249898910522,184
16.667860507965088,60
19.405426502227783,60
19.847354412078857,184
19.8556227684021,184
24.227920293807983,60
26.631250858306885,60
27.944226503372192,184
27.952510118484497,184
29.373035430908203,60
31.988240718841553,184
32.002382040023804,184
34.25253748893738,60
36.036463022232056,184
39.404446601867676,60
40.08651399612427,184
40.10059070587158,184
44.144246101379395,184
44.29610729217529,60
48.18733239173889,184
48.19230794906616,184
52.234562397003174,184
52.2426323890686,184
54.278515100479126,60
56.28431415557861,184
56.292614459991455,184
59.36086964607239,60
64.22829723358154,60
64.39231944084167,184
68.44272136688232,184
72.48943090438843,184
72.49838900566101,184
76.53539228439331,184
76.64836430549622,60
80.5855610370636,184
80.59842562675476,184
84.25915455818176,60
84.6324348449707,184
84.64862155914307,184
88.69860196113586,184
92.72838997840881,184
94.23029446601868,60
96.7984688282013,184
101.64110398292542,60
104.37264800071716,60
111.64527297019958,60
112.9954822063446,184
117.03841829299927,184
119.21844816207886,60
