0.001,0.000,0.008,0.007,0.000,0.006,0.000,0.000,0.007,0.003,0.006,0.003,0.000,0.000,0.003,0.086,0.006,0.016,0.006,0.008,0.006,0.037,0.006,0.178,0.000,0.016,0.006,0.002,0.006,0.095,0.006,0.006
0.000,0.000,0.009,0.008,0.001,0.007,0.000,0.001,0.007,0.002,0.006,0.002,0.000,0.001,0.002,0.085,0.005,0.016,0.006,0.009,0.006,0.036,0.006,0.177,0.001,0.015,0.007,0.001,0.006,0.094,0.006,0.005
0.006,0.006,0.003,0.002,0.006,0.001,0.006,0.006,0.001,0.008,0.002,0.008,0.006,0.006,0.008,0.089,0.003,0.022,0.000,0.003,0.000,0.043,0.001,0.183,0.005,0.021,0.001,0.008,0.003,0.095,0.001,0.003
0.006,0.006,0.003,0.002,0.006,0.001,0.006,0.006,0.001,0.008,0.002,0.008,0.006,0.006,0.008,0.089,0.003,0.022,0.000,0.003,0.000,0.043,0.001,0.183,0.005,0.021,0.001,0.008,0.003,0.095,0.001,0.003
0.000,0.000,0.008,0.007,0.000,0.006,0.000,0.000,0.007,0.003,0.006,0.003,0.000,0.000,0.003,0.086,0.006,0.016,0.006,0.008,0.006,0.037,0.006,0.177,0.000,0.016,0.006,0.002,0.006,0.094,0.006,0.006
0.006,0.006,0.003,0.002,0.006,0.001,0.006,0.006,0.001,0.008,0.002,0.008,0.006,0.006,0.008,0.089,0.003,0.022,0.000,0.003,0.000,0.042,0.001,0.183,0.005,0.021,0.001,0.008,0.003,0.095,0.001,0.003
0.000,0.000,0.008,0.007,0.000,0.006,0.000,0.000,0.007,0.002,0.005,0.003,0.000,0.000,0.003,0.086,0.006,0.016,0.006,0.009,0.006,0.037,0.006,0.177,0.000,0.016,0.006,0.002,0.006,0.094,0.006,0.006
0.001,0.001,0.008,0.007,0.000,0.006,0.001,0.000,0.006,0.003,0.006,0.003,0.001,0.000,0.003,0.086,0.006,0.017,0.006,0.008,0.005,0.037,0.006,0.178,0.000,0.016,0.006,0.002,0.006,0.095,0.006,0.006
0.006,0.006,0.003,0.002,0.006,0.001,0.006,0.006,0.001,0.008,0.002,0.008,0.006,0.006,0.008,0.089,0.003,0.022,0.000,0.003,0.000,0.043,0.001,0.183,0.005,0.021,0.001,0.008,0.003,0.095,0.001,0.003
0.001,0.001,0.010,0.008,0.002,0.008,0.001,0.002,0.008,0.001,0.006,0.001,0.001,0.002,0.001,0.084,0.006,0.015,0.007,0.010,0.007,0.035,0.007,0.176,0.002,0.014,0.008,0.001,0.006,0.093,0.007,0.006
0.006,0.006,0.003,0.002,0.006,0.001,0.006,0.006,0.001,0.008,0.002,0.008,0.006,0.006,0.008,0.089,0.003,0.022,0.000,0.003,0.000,0.043,0.001,0.183,0.005,0.021,0.001,0.008,0.003,0.095,0.001,0.003
0.003,0.003,0.011,0.010,0.003,0.010,0.003,0.004,0.010,0.001,0.007,0.001,0.003,0.003,0.001,0.082,0.007,0.013,0.009,0.012,0.009,0.034,0.008,0.174,0.004,0.012,0.009,0.002,0.007,0.091,0.008,0.006
0.000,0.000,0.009,0.008,0.001,0.007,0.000,0.001,0.007,0.002,0.006,0.002,0.001,0.001,0.002,0.085,0.006,0.016,0.006,0.009,0.006,0.036,0.006,0.177,0.001,0.015,0.007,0.001,0.006,0.094,0.006,0.005
0.001,0.000,0.008,0.007,0.000,0.006,0.000,0.000,0.007,0.003,0.006,0.003,0.000,0.000,0.003,0.086,0.006,0.016,0.006,0.008,0.006,0.037,0.006,0.177,0.000,0.016,0.006,0.002,0.006,0.095,0.006,0.006
