0.026,0.079,0.086,0.106,0.071,0.023,0.089,0.056,0.077,0.021,0.032,0.141,0.082,0.051,0.072,0.023,0.089,0.056,0.135,0.069,0.086,0.023,0.080,0.082,0.083,0.175,0.185,0.064,0.056,0.023
0.106,0.037,0.071,0.061,0.049,0.115,0.029,0.065,0.078,0.108,0.101,0.031,0.083,0.064,0.072,0.131,0.032,0.085,0.059,0.047,0.071,0.115,0.078,0.035,0.068,0.068,0.082,0.083,0.085,0.131
0.082,0.060,0.009,0.025,0.073,0.091,0.059,0.078,0.028,0.090,0.074,0.074,0.030,0.066,0.048,0.103,0.056,0.058,0.056,0.066,0.010,0.091,0.024,0.068,0.013,0.098,0.110,0.043,0.058,0.103
0.085,0.057,0.013,0.021,0.070,0.091,0.057,0.076,0.032,0.092,0.078,0.073,0.034,0.064,0.051,0.108,0.055,0.063,0.052,0.064,0.016,0.091,0.027,0.066,0.014,0.094,0.105,0.047,0.063,0.108
0.081,0.018,0.070,0.063,0.023,0.088,0.018,0.038,0.072,0.081,0.076,0.054,0.078,0.040,0.059,0.104,0.026,0.065,0.064,0.022,0.069,0.088,0.074,0.018,0.066,0.089,0.102,0.071,0.065,0.104
0.037,0.080,0.087,0.108,0.076,0.012,0.090,0.063,0.077,0.024,0.033,0.143,0.084,0.053,0.081,0.023,0.091,0.068,0.138,0.074,0.089,0.012,0.082,0.084,0.083,0.178,0.188,0.066,0.068,0.023
0.085,0.017,0.061,0.053,0.027,0.092,0.010,0.043,0.065,0.086,0.080,0.050,0.071,0.043,0.055,0.109,0.018,0.066,0.056,0.025,0.060,0.092,0.066,0.015,0.057,0.085,0.099,0.067,0.066,0.109
0.026,0.071,0.088,0.099,0.059,0.033,0.080,0.043,0.080,0.022,0.045,0.132,0.087,0.043,0.068,0.039,0.080,0.056,0.127,0.060,0.089,0.033,0.085,0.072,0.084,0.167,0.176,0.070,0.056,0.039
0.079,0.062,0.013,0.039,0.076,0.089,0.063,0.081,0.016,0.089,0.067,0.085,0.018,0.067,0.049,0.095,0.061,0.057,0.069,0.069,0.015,0.089,0.012,0.072,0.014,0.112,0.121,0.031,0.057,0.095
0.040,0.053,0.081,0.085,0.053,0.043,0.065,0.042,0.076,0.028,0.049,0.113,0.082,0.031,0.078,0.060,0.065,0.068,0.107,0.051,0.081,0.043,0.079,0.061,0.075,0.147,0.159,0.067,0.068,0.060
0.033,0.066,0.085,0.095,0.058,0.022,0.076,0.044,0.078,0.020,0.033,0.128,0.084,0.040,0.078,0.034,0.077,0.064,0.124,0.056,0.086,0.022,0.082,0.069,0.080,0.163,0.174,0.067,0.064,0.034
0.135,0.067,0.076,0.058,0.080,0.145,0.058,0.096,0.093,0.138,0.132,0.008,0.095,0.095,0.089,0.162,0.058,0.109,0.044,0.077,0.076,0.145,0.089,0.066,0.075,0.042,0.057,0.104,0.109,0.162
0.081,0.055,0.010,0.026,0.068,0.089,0.054,0.073,0.027,0.089,0.072,0.072,0.029,0.062,0.045,0.102,0.052,0.057,0.057,0.061,0.010,0.089,0.023,0.063,0.010,0.098,0.110,0.041,0.057,0.102
0.043,0.097,0.097,0.122,0.094,0.033,0.108,0.080,0.076,0.042,0.039,0.159,0.078,0.069,0.088,0.024,0.108,0.070,0.152,0.091,0.097,0.033,0.080,0.102,0.095,0.192,0.202,0.062,0.070,0.024
0.066,0.045,0.042,0.045,0.051,0.087,0.040,0.057,0.046,0.076,0.077,0.075,0.050,0.053,0.014,0.092,0.037,0.038,0.063,0.046,0.039,0.087,0.044,0.043,0.040,0.102,0.113,0.057,0.038,0.092
0.050,0.107,0.109,0.134,0.098,0.037,0.117,0.083,0.088,0.047,0.045,0.170,0.089,0.079,0.091,0.016,0.118,0.069,0.164,0.098,0.110,0.037,0.092,0.110,0.106,0.204,0.214,0.073,0.069,0.016
0.128,0.060,0.073,0.055,0.073,0.138,0.051,0.089,0.087,0.131,0.125,0.012,0.090,0.088,0.082,0.155,0.050,0.101,0.044,0.070,0.072,0.138,0.084,0.059,0.072,0.041,0.057,0.097,0.101,0.155
0.109,0.049,0.048,0.034,0.064,0.123,0.041,0.077,0.066,0.116,0.110,0.039,0.069,0.073,0.062,0.140,0.039,0.085,0.029,0.059,0.045,0.123,0.061,0.049,0.050,0.061,0.070,0.080,0.085,0.140
0.196,0.131,0.129,0.104,0.144,0.209,0.122,0.161,0.150,0.202,0.196,0.071,0.151,0.159,0.148,0.226,0.122,0.171,0.074,0.143,0.128,0.209,0.145,0.131,0.131,0.036,0.028,0.165,0.171,0.226
0.067,0.012,0.066,0.061,0.011,0.076,0.017,0.025,0.067,0.068,0.063,0.067,0.074,0.028,0.052,0.092,0.024,0.054,0.068,0.009,0.065,0.076,0.069,0.015,0.061,0.102,0.115,0.064,0.054,0.092
