time,size
0.0966649055480957,554
0.47898030281066895,554
1.573824405670166,554
3.0177555084228516,554
3.8406505584716797,554
5.597465991973877,554
6.241613149642944,554
6.493952751159668,554
7.930849075317383,554
9.256755113601685,554
11.560649394989014,554
13.378270626068115,554
14.290568113327026,554
14.70473599433899,554
15.38258981704712,554
16.434940099716187,554
17.1405668258667,554
17.694446563720703,554
20.256422996520996,554
21.10003089904785,554
22.203087091445923,554
23.256759881973267,554
23.55368447303772,554
25.985616207122803,554
28.36683487892151,554
30.612075567245483,554
31.88533663749695,554
32.18915891647339,554
33.31551456451416,554
35.61102890968323,554
35.81401610374451,554
36.63662648200989,554
38.32623910903931,554
39.46850228309631,554
40.91081404685974,554
42.172280073165894,554
42.38372349739075,554
43.394169092178345,554
44.634849309921265,554
45.78882646560669,554
47.78803324699402,554
48.18384790420532,554
51.55136513710022,554
53.210429191589355,554
54.091123819351196,554
54.673171520233154,554
56.001193046569824,554
56.506165504455566,554
57.742090940475464,554
58.168479442596436,554
59.9772572517395,554
62.702529191970825,554
63.23175811767578,554
64.06548357009888,554
65.22074103355408,554
67.492520570755,554
67.64606952667236,554
68.77817797660828,554
69.3592836856842,554
69.87368249893188,554
70.97081136703491,554
71.63619828224182,554
72.23476672172546,554
72.78565263748169,554
73.63923978805542,554
75.49595522880554,554
76.15622401237488,554
77.21654558181763,554
78.39370059967041,554
79.55471849441528,554
81.50065970420837,554
82.16236281394958,554
83.59373950958252,554
84.22823143005371,554
84.68186330795288,554
85.56972980499268,554
88.5511302947998,554
90.6444787979126,554
91.03210496902466,554
92.19216775894165,554
94.75912475585938,554
96.24908590316772,554
96.33389830589294,554
97.60095810890198,554
103.12930655479431,554
104.0417594909668,554
104.45552897453308,554
105.75169205665588,554
106.96283650398254,554
107.85453057289124,554
108.98518657684326,554
109.16083192825317,554
113.33441829681396,554
114.50477480888367,554
114.682044506073,554
119.10191750526428,554
