0.000,0.075,0.046,0.046,0.086,0.006,0.029,0.016,0.047,0.015,0.014,0.066,0.046,0.006,0.021,0.008,0.031,0.051,0.046,0.021,0.046,0.016,0.046,0.005,0.046,0.047,0.046,0.046,0.016,0.007
0.075,0.000,0.114,0.114,0.018,0.069,0.097,0.066,0.114,0.081,0.064,0.038,0.114,0.076,0.090,0.077,0.099,0.034,0.114,0.089,0.114,0.086,0.114,0.076,0.114,0.115,0.114,0.114,0.079,0.071
0.046,0.114,0.000,0.000,0.129,0.050,0.018,0.062,0.000,0.034,0.061,0.085,0.000,0.051,0.025,0.053,0.016,0.087,0.000,0.026,0.000,0.030,0.000,0.043,0.000,0.001,0.000,0.000,0.061,0.052
0.046,0.114,0.000,0.000,0.129,0.049,0.018,0.061,0.001,0.033,0.060,0.085,0.000,0.051,0.025,0.053,0.015,0.087,0.001,0.025,0.000,0.030,0.000,0.043,0.000,0.001,0.001,0.000,0.060,0.052
0.086,0.018,0.129,0.129,0.000,0.082,0.111,0.074,0.129,0.096,0.074,0.050,0.129,0.086,0.104,0.086,0.113,0.047,0.129,0.103,0.129,0.100,0.129,0.088,0.129,0.130,0.129,0.129,0.088,0.082
0.006,0.069,0.050,0.050,0.082,0.000,0.032,0.016,0.050,0.017,0.011,0.061,0.050,0.009,0.025,0.010,0.034,0.045,0.050,0.025,0.049,0.020,0.050,0.007,0.050,0.050,0.050,0.050,0.017,0.006
0.029,0.097,0.018,0.018,0.111,0.032,0.000,0.044,0.018,0.018,0.043,0.074,0.018,0.033,0.008,0.036,0.004,0.071,0.018,0.008,0.018,0.014,0.018,0.026,0.018,0.019,0.018,0.018,0.043,0.035
0.016,0.066,0.062,0.062,0.074,0.016,0.044,0.000,0.062,0.030,0.009,0.067,0.062,0.014,0.037,0.013,0.046,0.043,0.062,0.037,0.061,0.032,0.062,0.019,0.062,0.062,0.062,0.062,0.014,0.011
0.047,0.114,0.000,0.000,0.129,0.050,0.018,0.062,0.000,0.034,0.061,0.086,0.000,0.051,0.025,0.053,0.016,0.088,0.000,0.026,0.001,0.031,0.000,0.044,0.000,0.000,0.000,0.000,0.061,0.052
0.015,0.081,0.034,0.034,0.096,0.017,0.018,0.030,0.034,0.000,0.028,0.059,0.034,0.020,0.011,0.021,0.019,0.055,0.034,0.010,0.033,0.007,0.034,0.011,0.034,0.034,0.034,0.034,0.030,0.020
0.014,0.064,0.061,0.061,0.074,0.011,0.043,0.009,0.061,0.028,0.000,0.060,0.061,0.014,0.036,0.013,0.045,0.041,0.061,0.036,0.060,0.031,0.061,0.017,0.061,0.061,0.061,0.061,0.016,0.010
0.069,0.034,0.089,0.089,0.046,0.064,0.077,0.069,0.089,0.062,0.062,0.004,0.089,0.072,0.071,0.073,0.078,0.037,0.089,0.070,0.088,0.068,0.089,0.065,0.089,0.089,0.089,0.089,0.077,0.067
0.046,0.114,0.000,0.000,0.129,0.050,0.018,0.062,0.000,0.034,0.061,0.085,0.000,0.051,0.025,0.053,0.016,0.087,0.000,0.026,0.000,0.030,0.000,0.043,0.000,0.001,0.000,0.000,0.061,0.052
