0.006,0.053,0.046,0.046,0.070,0.008,0.028,0.081,0.043,0.015,0.016,0.049,0.047,0.064,0.019,0.007,0.026,0.031,0.046,0.022,0.045,0.008,0.045,0.019,0.045,0.046,0.045,0.036,0.031,0.007
0.073,0.023,0.114,0.113,0.014,0.076,0.096,0.021,0.110,0.079,0.077,0.065,0.114,0.020,0.087,0.074,0.093,0.052,0.113,0.089,0.112,0.076,0.112,0.090,0.112,0.112,0.112,0.102,0.052,0.074
0.044,0.093,0.001,0.001,0.113,0.041,0.019,0.126,0.004,0.036,0.037,0.056,0.001,0.110,0.029,0.052,0.022,0.077,0.001,0.025,0.002,0.041,0.002,0.029,0.002,0.002,0.002,0.012,0.077,0.052
0.044,0.093,0.001,0.001,0.113,0.040,0.019,0.125,0.004,0.036,0.036,0.056,0.001,0.109,0.028,0.052,0.021,0.076,0.002,0.025,0.002,0.040,0.002,0.028,0.002,0.002,0.002,0.011,0.076,0.052
0.086,0.037,0.129,0.128,0.017,0.090,0.110,0.016,0.125,0.093,0.092,0.080,0.129,0.030,0.101,0.084,0.107,0.059,0.128,0.104,0.127,0.090,0.127,0.103,0.127,0.127,0.127,0.117,0.059,0.084
0.007,0.047,0.050,0.049,0.065,0.010,0.032,0.077,0.046,0.017,0.015,0.046,0.050,0.060,0.022,0.008,0.029,0.027,0.049,0.026,0.048,0.010,0.049,0.023,0.049,0.049,0.049,0.039,0.027,0.008
0.027,0.075,0.018,0.018,0.095,0.023,0.002,0.108,0.015,0.020,0.023,0.048,0.018,0.092,0.012,0.035,0.005,0.059,0.018,0.008,0.017,0.023,0.017,0.011,0.017,0.018,0.017,0.012,0.059,0.035
0.020,0.046,0.062,0.061,0.057,0.023,0.044,0.065,0.058,0.029,0.030,0.060,0.062,0.049,0.034,0.012,0.041,0.018,0.061,0.037,0.060,0.023,0.061,0.035,0.061,0.061,0.061,0.051,0.018,0.012
0.045,0.093,0.001,0.001,0.114,0.041,0.020,0.126,0.004,0.037,0.037,0.056,0.000,0.110,0.029,0.053,0.022,0.077,0.002,0.026,0.002,0.041,0.002,0.029,0.003,0.002,0.003,0.012,0.077,0.053
0.013,0.060,0.034,0.033,0.080,0.009,0.018,0.092,0.030,0.003,0.006,0.039,0.034,0.076,0.010,0.020,0.014,0.043,0.033,0.011,0.032,0.009,0.032,0.014,0.032,0.033,0.032,0.022,0.043,0.020
0.018,0.043,0.061,0.060,0.057,0.021,0.043,0.066,0.057,0.027,0.025,0.052,0.061,0.050,0.033,0.011,0.040,0.018,0.060,0.036,0.059,0.021,0.060,0.033,0.059,0.060,0.059,0.049,0.018,0.011
