0.051,0.048,0.074,0.026,0.067,0.052,0.070,0.076,0.053,0.087,0.027,0.035,0.028,0.037,0.085,0.030,0.072,0.082,0.075,0.060
0.054,0.028,0.054,0.018,0.047,0.054,0.050,0.057,0.033,0.067,0.027,0.036,0.030,0.040,0.065,0.013,0.052,0.062,0.055,0.063
0.059,0.029,0.055,0.022,0.048,0.059,0.050,0.057,0.034,0.068,0.032,0.041,0.035,0.045,0.066,0.015,0.053,0.063,0.055,0.067
0.058,0.028,0.055,0.021,0.048,0.059,0.050,0.057,0.034,0.067,0.032,0.041,0.035,0.045,0.066,0.015,0.053,0.062,0.055,0.067
0.045,0.043,0.069,0.022,0.063,0.045,0.065,0.072,0.049,0.082,0.022,0.029,0.023,0.031,0.080,0.026,0.068,0.077,0.070,0.054
0.051,0.044,0.071,0.022,0.064,0.052,0.066,0.073,0.050,0.083,0.025,0.034,0.027,0.037,0.082,0.027,0.069,0.079,0.071,0.060
0.050,0.038,0.064,0.016,0.057,0.050,0.060,0.066,0.044,0.077,0.023,0.032,0.026,0.036,0.075,0.020,0.063,0.072,0.065,0.059
0.060,0.031,0.057,0.023,0.050,0.060,0.052,0.060,0.036,0.069,0.033,0.042,0.036,0.046,0.068,0.017,0.055,0.065,0.057,0.069
0.054,0.032,0.058,0.016,0.051,0.054,0.054,0.061,0.038,0.071,0.027,0.036,0.029,0.040,0.069,0.016,0.057,0.066,0.059,0.063
0.060,0.030,0.057,0.025,0.050,0.060,0.052,0.059,0.036,0.070,0.034,0.043,0.036,0.046,0.068,0.018,0.055,0.065,0.057,0.069
0.064,0.026,0.052,0.023,0.045,0.064,0.048,0.056,0.032,0.065,0.037,0.046,0.039,0.050,0.063,0.017,0.051,0.060,0.053,0.073
0.059,0.027,0.053,0.023,0.046,0.060,0.048,0.055,0.032,0.066,0.033,0.041,0.035,0.046,0.064,0.016,0.051,0.061,0.053,0.068
0.050,0.036,0.062,0.016,0.055,0.051,0.058,0.065,0.042,0.075,0.023,0.032,0.026,0.036,0.073,0.019,0.061,0.070,0.063,0.059
0.054,0.036,0.062,0.018,0.056,0.055,0.058,0.065,0.042,0.075,0.027,0.036,0.030,0.041,0.073,0.019,0.061,0.071,0.063,0.063
0.062,0.028,0.054,0.025,0.048,0.062,0.050,0.057,0.034,0.067,0.035,0.043,0.037,0.048,0.066,0.018,0.053,0.062,0.055,0.070
0.059,0.032,0.058,0.024,0.051,0.059,0.054,0.060,0.038,0.071,0.033,0.042,0.035,0.044,0.069,0.017,0.056,0.066,0.059,0.067
0.052,0.040,0.066,0.021,0.059,0.052,0.062,0.069,0.045,0.079,0.026,0.035,0.028,0.038,0.077,0.023,0.064,0.074,0.067,0.060
0.058,0.032,0.059,0.021,0.052,0.058,0.054,0.061,0.038,0.071,0.031,0.040,0.034,0.044,0.070,0.017,0.057,0.066,0.059,0.066
0.049,0.040,0.066,0.020,0.060,0.049,0.062,0.069,0.046,0.079,0.025,0.033,0.026,0.035,0.077,0.023,0.065,0.074,0.067,0.058
0.054,0.039,0.065,0.021,0.059,0.054,0.061,0.068,0.045,0.078,0.027,0.036,0.030,0.040,0.077,0.022,0.064,0.073,0.066,0.063
