0.016,0.031,0.026,0.031,0.026,0.031,0.027,0.031,0.031,0.026,0.272,0.031,0.127,0.026,0.031,0.026,0.149,0.031,0.031,0.057,0.031,0.031,0.025,0.016,0.031,0.032,0.026,0.027,0.017,0.025,0.016,0.283,0.025,0.031,0.031,0.031,0.025,0.031,0.025,0.074,0.227,0.042,0.027,0.016,0.026,0.028,0.071,0.047,0.265,0.016,0.031,0.016,0.031,0.038,0.026,0.031,0.025,0.127,0.016
0.044,0.001,0.012,0.000,0.012,0.001,0.007,0.001,0.000,0.012,0.279,0.001,0.134,0.012,0.000,0.012,0.155,0.001,0.001,0.073,0.001,0.000,0.009,0.045,0.000,0.057,0.012,0.007,0.044,0.009,0.045,0.290,0.009,0.001,0.001,0.000,0.009,0.000,0.009,0.091,0.234,0.056,0.053,0.045,0.012,0.054,0.070,0.059,0.272,0.043,0.002,0.045,0.001,0.060,0.012,0.002,0.009,0.134,0.045
0.042,0.006,0.007,0.005,0.007,0.006,0.002,0.006,0.005,0.007,0.284,0.006,0.139,0.007,0.005,0.007,0.161,0.006,0.006,0.075,0.006,0.005,0.004,0.043,0.005,0.056,0.007,0.002,0.042,0.004,0.043,0.295,0.004,0.006,0.006,0.005,0.004,0.005,0.004,0.093,0.239,0.058,0.052,0.043,0.007,0.053,0.076,0.058,0.277,0.041,0.007,0.043,0.007,0.060,0.007,0.007,0.004,0.139,0.043
0.044,0.001,0.011,0.000,0.011,0.001,0.007,0.001,0.000,0.011,0.279,0.001,0.134,0.011,0.000,0.011,0.155,0.001,0.001,0.073,0.001,0.000,0.009,0.045,0.000,0.057,0.011,0.007,0.043,0.009,0.045,0.290,0.009,0.001,0.001,0.000,0.009,0.000,0.009,0.091,0.234,0.056,0.053,0.045,0.011,0.054,0.070,0.059,0.272,0.043,0.002,0.045,0.002,0.059,0.011,0.002,0.008,0.134,0.045
0.042,0.006,0.007,0.005,0.007,0.006,0.002,0.006,0.005,0.007,0.284,0.006,0.139,0.007,0.005,0.007,0.161,0.006,0.006,0.075,0.006,0.005,0.004,0.043,0.005,0.056,0.007,0.002,0.042,0.004,0.043,0.295,0.004,0.006,0.006,0.005,0.004,0.005,0.004,0.093,0.239,0.058,0.052,0.043,0.007,0.052,0.076,0.058,0.277,0.041,0.007,0.043,0.007,0.060,0.007,0.007,0.004,0.139,0.043
0.044,0.001,0.012,0.000,0.012,0.001,0.007,0.001,0.000,0.012,0.279,0.001,0.134,0.012,0.000,0.012,0.155,0.001,0.001,0.073,0.001,0.000,0.009,0.045,0.000,0.057,0.012,0.007,0.044,0.009,0.045,0.290,0.009,0.001,0.001,0.000,0.009,0.000,0.009,0.091,0.234,0.056,0.053,0.045,0.012,0.054,0.070,0.059,0.272,0.043,0.002,0.045,0.001,0.060,0.012,0.002,0.009,0.134,0.045
0.042,0.006,0.007,0.005,0.007,0.006,0.002,0.006,0.005,0.007,0.284,0.006,0.139,0.007,0.006,0.007,0.161,0.006,0.006,0.075,0.006,0.006,0.004,0.043,0.005,0.056,0.007,0.002,0.042,0.004,0.043,0.295,0.004,0.006,0.006,0.005,0.004,0.005,0.004,0.093,0.239,0.058,0.052,0.043,0.007,0.053,0.076,0.058,0.277,0.041,0.007,0.043,0.007,0.060,0.007,0.007,0.004,0.139,0.043
0.044,0.001,0.012,0.000,0.012,0.001,0.007,0.001,0.000,0.012,0.279,0.001,0.134,0.012,0.000,0.012,0.155,0.001,0.001,0.073,0.001,0.000,0.009,0.045,0.000,0.057,0.012,0.007,0.044,0.009,0.045,0.290,0.009,0.001,0.001,0.000,0.009,0.000,0.009,0.091,0.234,0.056,0.053,0.045,0.012,0.054,0.070,0.059,0.272,0.043,0.002,0.045,0.001,0.060,0.012,0.002,0.009,0.134,0.045
0.043,0.001,0.012,0.000,0.012,0.001,0.007,0.001,0.000,0.012,0.279,0.001,0.134,0.012,0.000,0.012,0.156,0.001,0.001,0.072,0.001,0.001,0.009,0.045,0.000,0.057,0.012,0.007,0.043,0.009,0.045,0.290,0.009,0.001,0.001,0.000,0.009,0.000,0.009,0.091,0.234,0.056,0.053,0.045,0.012,0.053,0.071,0.059,0.272,0.043,0.002,0.045,0.002,0.059,0.012,0.002,0.009,0.134,0.045
0.042,0.006,0.007,0.005,0.007,0.006,0.002,0.006,0.005,0.007,0.284,0.006,0.139,0.007,0.005,0.007,0.161,0.006,0.006,0.075,0.006,0.006,0.004,0.043,0.005,0.056,0.007,0.002,0.042,0.004,0.043,0.295,0.004,0.006,0.006,0.005,0.004,0.005,0.004,0.093,0.239,0.058,0.052,0.043,0.007,0.053,0.076,0.058,0.277,0.041,0.007,0.043,0.007,0.060,0.007,0.007,0.004,0.139,0.043
