Leaf,TotalPacket,DropPacket
0,20068,134
1,12030,132
2,16582,91
3,16307,85
4,14552,142
5,12615,62
6,15967,313
7,15647,175
8,3662,114
9,8740,73
10,23958,52
11,17929,78
12,20419,199
13,17181,196
14,16668,180
15,19486,121
16,17841,58
17,16937,168
18,20546,152
19,14109,54
20,20891,183
21,19023,76
22,15677,243
23,14110,143
24,15095,128
25,5942,93
26,20196,233
27,22327,191
28,17205,136
29,7017,29
30,11664,49
31,3836,64
32,9293,56
33,16422,93
34,23583,230
35,18509,225
36,19742,83
37,19584,32
38,15540,88
39,13518,83
40,17964,117
41,19774,223
42,22094,202
43,28527,121
44,4185,64
45,15079,194
46,24877,205
47,17550,68
48,12886,125
49,6736,41
50,24258,320
51,19588,140
52,6532,75
53,14912,227
54,5228,125
55,15609,127
56,15360,56
57,15301,277
58,4493,81
59,12500,42
60,18179,97
61,11961,106
62,14903,274
63,5008,41
64,13709,60
65,15158,177
66,14731,90
67,14403,156
68,15317,104
69,16267,256
70,12544,49
71,6707,64
72,18540,183
73,14479,139
74,11508,387
75,16558,166
76,13519,170
77,23404,287
78,12714,275
79,16468,304
80,11157,199
81,6318,92
82,4725,10
83,12911,146
84,14360,119
85,12055,228
86,13634,199
87,16072,138
88,13382,293
89,15862,205
90,12450,184
91,13533,93
92,15487,322
93,16883,61
94,14334,123
95,13747,215
96,20970,119
97,16972,81
98,4559,18
99,4950,85
100,7098,128
101,15121,117
102,16189,137
103,15563,226
104,7734,69
105,18262,45
106,13546,62
107,8826,86
108,13503,67
109,11018,196
110,15721,81
111,20942,167
112,5813,35
113,13123,57
114,11903,95
