Leaf,TotalPacket,DropPacket
0,19321,36
1,8586,1
2,9325,0
3,10408,14
4,20443,63
5,10302,0
6,18558,41
7,10357,3
8,10894,54
9,10213,0
10,7206,5
11,10262,0
12,9925,0
13,20258,88
14,13577,1
15,6243,55
16,15740,12
17,22413,1
18,11788,115
19,10745,0
20,24200,127
21,18894,11
22,16197,0
23,13975,14
24,26242,39
25,10510,50
26,19829,0
27,26567,1
28,21170,66
29,13844,108
30,9760,54
31,4349,2
32,8434,18
33,12599,0
34,17136,3
35,21198,0
36,8948,39
37,14900,94
38,15666,0
39,16887,66
40,17769,0
41,12724,3
42,18767,110
43,30250,23
44,13613,58
45,11004,74
46,17316,64
47,15097,2
48,2639,83
49,7922,0
50,19872,0
51,10125,61
52,14794,51
53,14314,50
54,6322,11
55,18455,46
56,12490,29
57,7822,0
58,9929,0
59,12152,46
60,20014,0
61,11262,31
62,17882,0
63,13810,0
64,9024,1
65,10821,0
66,7940,0
67,10951,73
68,16026,0
69,12626,1
70,13545,72
71,8460,0
72,16028,1
73,17105,67
74,7797,1
75,18387,5
76,19810,3
77,10086,209
78,15821,63
79,14440,0
80,13079,1
81,13940,2
82,7606,1
83,14752,0
84,9963,2
85,4506,64
86,13114,0
87,18308,95
88,14659,112
89,9752,0
90,16208,0
91,10888,0
92,15449,65
93,12019,55
94,12783,64
95,12475,2
96,18497,0
97,17184,15
98,5946,2
99,11780,35
100,9980,0
101,13132,0
102,16094,128
103,14321,0
104,5219,1
105,17189,0
106,12673,61
107,11028,58
108,7263,0
109,12600,16
110,7578,0
111,17093,82
112,13383,18
113,13155,71
114,14878,2
