Leaf,TotalPacket,DropPacket
0,20283,113
1,12441,176
2,16493,92
3,16565,68
4,15830,132
5,12713,58
6,16045,257
7,15837,216
8,3833,112
9,8719,72
10,24117,44
11,18623,67
12,20765,166
13,18448,173
14,16510,151
15,19892,105
16,18113,70
17,17550,185
18,20672,135
19,14329,60
20,21054,268
21,19206,181
22,16211,119
23,14434,74
24,15299,140
25,6247,103
26,20564,204
27,22039,207
28,17056,161
29,6959,37
30,12085,45
31,3698,46
32,9507,62
33,16571,92
34,23733,280
35,20045,202
36,19826,74
37,20001,55
38,15231,115
39,14069,88
40,17999,113
41,19864,224
42,23063,196
43,28964,126
44,4419,84
45,15019,223
46,25238,193
47,17816,70
48,12889,146
49,6815,39
50,24612,361
51,20770,123
52,6004,55
53,14806,163
54,5373,130
55,15764,117
56,15715,47
57,15871,378
58,4795,81
59,13173,23
60,18162,119
61,12508,187
62,15645,245
63,5293,36
64,13807,69
65,15422,153
66,14766,73
67,15568,115
68,15396,165
69,16736,182
70,12979,77
71,6812,59
72,18892,203
73,14949,144
74,11502,263
75,17076,164
76,14143,140
77,23792,267
78,13263,217
79,16250,255
80,12148,134
81,6304,121
82,4725,9
83,12894,331
84,14544,109
85,12856,232
86,13600,199
87,16075,147
88,13448,215
89,16237,232
90,12186,165
91,13613,102
92,16365,256
93,17043,47
94,14303,100
95,14604,163
96,21650,133
97,16985,121
98,4478,31
99,5058,79
100,6817,151
101,15700,154
102,16949,116
103,16981,189
104,7577,66
105,18245,61
106,13490,107
107,9036,85
108,13721,73
109,11255,209
110,15863,107
111,22365,156
112,5619,43
113,13218,53
114,12185,91
