Leaf,TotalPacket,DropPacket
0,19172,11
1,8677,0
2,9257,1
3,10338,14
4,19800,32
5,10302,0
6,18653,7
7,10344,2
8,10517,17
9,9830,3
10,7303,2
11,10171,1
12,9925,0
13,19985,9
14,13563,1
15,6097,18
16,15642,2
17,22362,1
18,11636,8
19,10745,0
20,23909,14
21,18684,3
22,15862,3
23,13918,5
24,25945,13
25,10425,12
26,19829,0
27,26230,4
28,21115,15
29,13701,12
30,9628,9
31,4422,3
32,8333,17
33,12563,1
34,16904,5
35,21198,0
36,8908,13
37,14594,19
38,14890,3
39,16530,17
40,17602,2
41,12567,4
42,18851,30
43,29784,9
44,13449,14
45,10672,18
46,16893,34
47,14649,6
48,2706,7
49,7705,1
50,19872,0
51,9899,23
52,14659,12
53,14000,11
54,6186,13
55,18078,10
56,12519,9
57,7711,1
58,9667,1
59,12353,14
60,20014,0
61,11308,6
62,17861,2
63,13810,0
64,8965,2
65,10666,1
66,7668,2
67,10538,15
68,16026,0
69,12410,5
70,13212,14
71,8460,0
72,15538,4
73,16879,15
74,7741,3
75,18114,14
76,19507,4
77,9609,30
78,15453,19
79,13975,2
80,13109,3
81,14122,4
82,7605,0
83,14752,0
84,9774,3
85,4128,15
86,13114,0
87,17941,8
88,14618,18
89,9752,0
90,15950,1
91,10888,0
92,15361,23
93,11831,20
94,12804,10
95,12473,0
96,18497,0
97,16832,20
98,5956,0
99,11590,3
100,9980,0
101,12869,1
102,15578,23
103,14162,1
104,5273,3
105,17189,0
106,12506,30
107,10896,8
108,7253,1
109,12567,5
110,7529,1
111,16997,9
112,13703,7
113,13355,9
114,15027,2
