Leaf,TotalPacket,DropPacket
0,16212,0
1,11713,0
2,8127,0
3,8709,0
4,13690,0
5,12527,0
6,20197,2
7,10688,0
8,5701,1
9,14041,0
10,18457,3
11,15703,0
12,16038,0
13,17874,2
14,16577,0
15,15093,2
16,15398,0
17,20284,0
18,20348,2
19,15135,0
20,18637,0
21,19412,0
22,14696,0
23,12234,0
24,21974,3
25,2458,2
26,24269,0
27,24800,0
28,19289,3
29,8034,2
30,9446,1
31,3244,0
32,13984,2
33,12150,0
34,25099,1
35,19966,0
36,13661,1
37,19272,4
38,13754,0
39,14630,0
40,15938,0
41,15901,0
42,19327,0
43,25487,0
44,4023,3
45,14118,2
46,17259,4
47,11461,1
48,9996,0
49,8216,0
50,22205,0
51,13409,2
52,9634,2
53,14728,2
54,6211,0
55,17163,0
56,14239,1
57,12796,0
58,3361,0
59,9791,3
60,18005,0
61,11051,4
62,16385,0
63,8310,1
64,4072,0
65,10152,0
66,7861,0
67,11741,0
68,15189,0
69,10606,0
70,13067,4
71,8861,0
72,15429,0
73,13708,1
74,10446,0
75,20089,1
76,18384,1
77,18155,6
78,13644,0
79,16136,0
80,13258,0
81,9591,0
82,6218,0
83,15106,0
84,11473,0
85,13938,0
86,14065,0
87,16364,2
88,13735,0
89,9610,0
90,19713,0
91,9548,0
92,17700,2
93,15278,0
94,13015,0
95,15100,0
96,21828,0
97,17514,0
98,6280,2
99,5739,1
100,6799,0
101,13554,0
102,14590,1
103,11735,0
104,9278,0
105,10701,0
106,14648,0
107,12117,0
108,12287,0
109,17548,0
110,9822,0
111,19904,0
112,11382,0
113,11122,4
114,14172,0
