Leaf,TotalPacket,DropPacket
0,20634,681
1,12951,365
2,14182,555
3,12395,505
4,15780,400
5,12079,154
6,16764,415
7,15965,348
8,4381,158
9,8618,185
10,19664,661
11,12639,993
12,20122,505
13,17706,1630
14,17590,363
15,19983,362
16,19884,269
17,19557,577
18,20223,324
19,12474,542
20,15971,582
21,18871,635
22,15836,195
23,13527,321
24,15005,191
25,6609,125
26,20201,492
27,22500,514
28,14229,929
29,7356,63
30,11897,140
31,4077,39
32,9345,138
33,15535,702
34,23665,734
35,18901,365
36,18967,256
37,20748,251
38,14256,325
39,13691,266
40,18389,784
41,19723,741
42,23420,544
43,28551,459
44,4352,116
45,14730,555
46,24208,564
47,15807,420
48,13459,337
49,5535,109
50,22541,399
51,19643,651
52,6968,154
53,17234,169
54,5917,154
55,16059,332
56,12162,342
57,18105,351
58,4536,206
59,13060,331
60,16103,353
61,13417,86
62,15527,282
63,4967,85
64,13567,332
65,13981,764
66,12792,257
67,16019,579
68,15202,191
69,16318,358
70,6652,293
71,6760,129
72,20189,391
73,14199,413
74,5505,109
75,17292,226
76,5615,153
77,23244,765
78,14402,334
79,16414,422
80,12645,218
81,6789,221
82,4630,28
83,15081,396
84,15107,849
85,13923,650
86,15331,84
87,18320,465
88,13703,269
89,16995,467
90,16467,429
91,13721,391
92,15209,958
93,16386,276
94,14153,405
95,14938,565
96,21359,475
97,15185,1555
98,3534,191
99,5029,183
100,6955,267
101,14307,492
102,15615,1400
103,19200,163
104,8092,100
105,17773,447
106,12739,185
107,9764,79
108,14141,317
109,9403,557
110,12405,459
111,21671,443
112,6032,170
113,12482,358
114,12280,193
