Leaf,TotalPacket,DropPacket
0,16212,0
1,11713,0
2,8127,0
3,8662,1
4,13339,6
5,12527,0
6,19949,12
7,10688,0
8,5370,7
9,14041,0
10,18530,6
11,15703,0
12,15842,1
13,17729,5
14,16577,0
15,14912,5
16,15398,0
17,20284,0
18,20091,4
19,15135,0
20,18510,4
21,19412,0
22,14696,0
23,12163,1
24,21778,8
25,2306,7
26,24269,0
27,24800,0
28,19244,3
29,7980,4
30,9468,0
31,3244,0
32,13918,6
33,12150,0
34,25066,1
35,19966,0
36,13397,6
37,19179,9
38,13727,1
39,14630,0
40,15938,0
41,15901,0
42,19118,1
43,25487,0
44,3957,8
45,13495,12
46,17170,9
47,11516,1
48,9996,0
49,8216,0
50,22063,1
51,13367,5
52,9510,5
53,14484,9
54,6211,0
55,17008,2
56,13916,11
57,12796,0
58,3361,0
59,9861,4
60,17988,1
61,10802,7
62,16385,0
63,8330,0
64,4072,0
65,10152,0
66,7861,0
67,11741,0
68,15189,0
69,10606,0
70,12723,11
71,8861,0
72,15408,1
73,13644,5
74,10446,0
75,19717,2
76,18290,4
77,18153,11
78,13644,0
79,16136,0
80,13258,0
81,9591,0
82,6218,0
83,15106,0
84,11473,0
85,13938,0
86,14065,0
87,16291,4
88,13534,4
89,9610,0
90,19713,0
91,9548,0
92,17680,5
93,15196,5
94,12750,10
95,14830,2
96,21554,1
97,17237,8
98,6110,8
99,5622,1
100,6799,0
101,13397,2
102,14508,5
103,11735,0
104,9278,0
105,10701,0
106,14648,0
107,12117,0
108,12120,1
109,17369,1
110,9822,0
111,19904,0
112,11382,0
113,11291,5
114,14172,0
