Leaf,TotalPacket,DropPacket
0,18703,333
1,12008,195
2,15149,236
3,14723,241
4,14807,198
5,12184,95
6,15644,463
7,14341,524
8,3814,134
9,8738,95
10,23009,209
11,16240,390
12,18890,313
13,16258,395
14,16251,380
15,18462,234
16,17297,219
17,16362,338
18,18925,292
19,13050,126
20,17945,610
21,17724,314
22,15303,251
23,13129,154
24,14763,221
25,5946,145
26,20040,311
27,20292,398
28,17136,269
29,6966,43
30,11368,119
31,3728,55
32,9455,88
33,15695,140
34,21272,545
35,17987,353
36,18960,233
37,19273,67
38,14571,263
39,13312,154
40,17767,212
41,18572,329
42,21209,395
43,26920,360
44,4217,71
45,14565,290
46,23871,343
47,16877,87
48,12334,224
49,6615,73
50,24154,452
51,19198,217
52,6337,45
53,14288,199
54,5462,91
55,15494,310
56,14374,114
57,15608,367
58,4446,72
59,12457,89
60,17823,142
61,12346,210
62,15352,302
63,5153,32
64,12977,104
65,15087,272
66,13988,159
67,14598,215
68,14195,238
69,15075,351
70,12134,143
71,6494,57
72,18107,356
73,14165,207
74,11676,362
75,16371,253
76,13178,258
77,22065,489
78,12263,244
79,15160,430
80,11248,262
81,6136,115
82,4579,14
83,12641,229
84,12670,211
85,12845,333
86,12541,344
87,15740,261
88,13034,265
89,14727,508
90,11430,264
91,12896,242
92,15438,409
93,15636,129
94,14048,196
95,14221,431
96,21018,539
97,15258,325
98,4432,46
99,4554,98
100,6607,212
101,14032,244
102,16219,203
103,15547,258
104,7427,47
105,17259,214
106,13222,105
107,8639,124
108,12929,206
109,10864,250
110,15524,244
111,19948,354
112,5578,62
113,12103,121
114,11888,161
