Leaf,TotalPacket,DropPacket
0,21030,122
1,12285,88
2,16094,152
3,12284,247
4,15829,171
5,12824,44
6,16961,246
7,16228,137
8,4202,131
9,8879,61
10,20690,152
11,14884,70
12,20917,202
13,18105,95
14,17284,147
15,20101,180
16,20379,90
17,20242,145
18,20477,138
19,12070,159
20,16487,115
21,19930,70
22,15576,108
23,13033,128
24,14877,149
25,6603,85
26,20769,56
27,23106,125
28,17061,85
29,7544,39
30,12293,70
31,3988,46
32,9443,51
33,16537,110
34,24362,242
35,20550,144
36,18942,78
37,21511,42
38,14983,120
39,14274,94
40,19114,194
41,20088,219
42,24174,146
43,29001,175
44,4388,74
45,15151,139
46,25191,171
47,16365,195
48,13627,71
49,5678,47
50,23712,133
51,20582,107
52,7099,89
53,17533,115
54,5376,160
55,16434,98
56,12593,173
57,18706,136
58,4908,61
59,13606,24
60,17695,32
61,13702,72
62,16412,139
63,4983,63
64,13796,86
65,15225,148
66,12516,119
67,16742,191
68,15611,100
69,16997,107
70,6854,116
71,6813,31
72,20579,164
73,15143,127
74,5467,70
75,17918,88
76,5136,60
77,24084,215
78,14587,65
79,17267,91
80,12774,124
81,6355,121
82,4774,24
83,15576,64
84,15392,132
85,13903,156
86,15580,43
87,18719,242
88,13725,115
89,16990,235
90,16402,265
91,13647,124
92,17196,113
93,16568,52
94,14503,107
95,15512,177
96,21671,143
97,16098,69
98,4105,128
99,5280,89
100,7190,98
101,14539,91
102,16595,68
103,19845,24
104,7854,71
105,18612,29
106,13187,80
107,10078,85
108,13798,60
109,9821,229
110,11945,162
111,22977,233
112,5883,61
113,12995,46
114,12844,77
