Leaf,TotalPacket,DropPacket
0,18988,27
1,8644,1
2,9284,2
3,10486,10
4,20200,20
5,10302,0
6,18509,14
7,10330,4
8,10624,17
9,10210,1
10,7089,16
11,10007,1
12,9925,0
13,19999,16
14,13560,1
15,6280,11
16,15657,5
17,22470,0
18,11649,5
19,10558,1
20,24039,13
21,18507,5
22,15978,1
23,13970,1
24,26130,16
25,10345,12
26,19454,2
27,26288,5
28,20974,8
29,13192,38
30,9676,13
31,4443,5
32,8365,11
33,12593,1
34,16928,8
35,21198,0
36,8811,14
37,14771,5
38,15156,4
39,16225,16
40,17385,3
41,12562,7
42,18761,46
43,30290,74
44,12867,17
45,10596,47
46,17163,26
47,14859,4
48,2620,28
49,7922,0
50,19872,0
51,10031,8
52,14675,15
53,14179,11
54,6311,0
55,18229,38
56,12622,5
57,7598,1
58,9667,1
59,12157,9
60,20014,0
61,10888,19
62,17633,2
63,13810,0
64,8895,6
65,10651,1
66,7691,1
67,10972,16
68,16026,0
69,12347,3
70,13253,14
71,8460,0
72,16054,2
73,16887,15
74,7307,8
75,18085,18
76,19628,4
77,9864,18
78,15526,29
79,14020,2
80,13024,2
81,13703,11
82,7596,2
83,14752,0
84,9747,4
85,4202,28
86,13114,0
87,17815,13
88,14640,32
89,9752,0
90,16208,0
91,10888,0
92,15684,3
93,11835,8
94,12606,11
95,12473,0
96,18354,1
97,16826,15
98,5956,0
99,11750,6
100,9962,1
101,12906,4
102,15373,35
103,14321,0
104,5297,2
105,17189,0
106,12495,42
107,10846,6
108,7184,2
109,12447,13
110,7319,1
111,17057,23
112,13168,15
113,13253,15
114,14745,6
