Leaf,TotalPacket,DropPacket
0,14909,40
1,10928,25
2,7471,11
3,8379,16
4,13247,30
5,11641,28
6,18887,29
7,9399,37
8,5569,9
9,13663,12
10,18256,54
11,14527,38
12,14252,33
13,17345,22
14,14935,89
15,14528,18
16,15029,7
17,20110,3
18,18407,86
19,14264,27
20,17487,36
21,18492,17
22,13489,76
23,11154,43
24,19475,107
25,2646,29
26,22992,23
27,23435,27
28,18417,32
29,7942,11
30,8245,72
31,3086,17
32,13195,24
33,11380,39
34,23686,40
35,19002,31
36,13080,71
37,17375,78
38,12739,48
39,13573,48
40,15213,17
41,14884,31
42,17693,48
43,23452,29
44,3977,23
45,13340,17
46,16192,63
47,10496,24
48,9797,8
49,7190,19
50,20752,55
51,12246,35
52,8633,43
53,14269,32
54,6026,9
55,16056,20
56,14332,9
57,11750,17
58,3081,4
59,9698,20
60,15481,38
61,9968,32
62,15415,25
63,8154,14
64,3723,6
65,9287,17
66,7242,15
67,10798,32
68,13236,36
69,9256,79
70,11903,60
71,8240,14
72,14089,25
73,12807,46
74,9214,17
75,19107,89
76,16832,25
77,16328,61
78,12831,20
79,15334,14
80,12324,33
81,8740,11
82,6191,1
83,13584,24
84,9894,41
85,13067,22
86,13234,21
87,15002,74
88,12314,37
89,9251,27
90,18733,21
91,9507,2
92,16876,42
93,13604,30
94,11938,46
95,13400,42
96,19811,48
97,16575,25
98,6252,17
99,5487,29
100,6419,26
101,12157,30
102,13902,17
103,10955,42
104,8352,11
105,10134,10
106,13831,29
107,11494,21
108,10901,36
109,15606,64
110,9555,20
111,17820,47
112,10264,44
113,10271,58
114,12155,52
