Leaf,TotalPacket,DropPacket
0,19164,16
1,8619,6
2,9315,1
3,10350,14
4,20253,14
5,10302,0
6,18532,16
7,10251,16
8,10646,28
9,9921,2
10,7260,15
11,10012,3
12,9925,0
13,20244,12
14,13379,4
15,6250,15
16,15806,0
17,22436,4
18,11603,13
19,10721,3
20,23843,26
21,18830,5
22,15860,4
23,13898,9
24,26322,22
25,10647,18
26,19708,1
27,26090,13
28,21088,15
29,13336,29
30,9702,10
31,4496,2
32,8394,12
33,12495,4
34,16985,10
35,21198,0
36,8854,8
37,14581,13
38,15178,10
39,16141,50
40,17303,10
41,12576,22
42,18945,25
43,30223,10
44,13549,27
45,10828,22
46,17034,25
47,14793,22
48,2663,16
49,7922,0
50,19872,0
51,10100,17
52,14654,17
53,14386,20
54,6186,2
55,18339,16
56,12504,18
57,7570,1
58,9659,2
59,12340,21
60,20014,0
61,11118,20
62,17876,1
63,13800,1
64,8984,2
65,10662,1
66,7705,7
67,10938,20
68,16026,0
69,12247,11
70,13445,23
71,8460,0
72,15764,15
73,16964,25
74,7526,12
75,18170,18
76,19791,9
77,9849,36
78,15640,51
79,14205,3
80,13093,16
81,14091,12
82,7594,1
83,14752,0
84,9833,10
85,4350,25
86,13114,0
87,17765,13
88,14919,29
89,9752,0
90,16209,1
91,10888,0
92,15472,10
93,11695,12
94,12749,14
95,12473,0
96,18497,0
97,17003,26
98,5932,6
99,11710,34
100,9980,0
101,12397,12
102,15424,47
103,14321,0
104,4947,10
105,17189,0
106,12016,15
107,10802,13
108,7163,5
109,12564,8
110,7578,0
111,16841,14
112,13504,9
113,13236,22
114,14903,16
