Leaf,TotalPacket,DropPacket
0,19095,181
1,11323,104
2,13208,277
3,11139,284
4,14681,177
5,12455,56
6,14948,342
7,14992,229
8,3693,134
9,8151,120
10,18318,237
11,10517,152
12,19236,200
13,14512,127
14,14916,231
15,19169,254
16,18806,161
17,18061,205
18,19239,165
19,10917,243
20,14016,134
21,17720,106
22,14784,142
23,12114,160
24,14382,172
25,6289,74
26,19234,99
27,21056,159
28,13122,167
29,6899,38
30,11202,104
31,3648,50
32,8816,74
33,14315,136
34,21619,281
35,17829,189
36,17850,131
37,19905,114
38,13418,161
39,13091,115
40,17369,304
41,17405,290
42,21304,201
43,26417,177
44,4319,69
45,12575,253
46,23124,258
47,15203,156
48,13095,85
49,5366,62
50,20347,239
51,18873,168
52,6279,86
53,15838,227
54,5090,136
55,14334,277
56,11214,164
57,16882,205
58,4225,95
59,12778,32
60,14460,109
61,12761,82
62,15059,142
63,4849,37
64,12265,89
65,13353,193
66,10821,180
67,14833,197
68,14786,124
69,15055,157
70,6101,131
71,6470,76
72,18188,235
73,13135,182
74,4946,50
75,16821,110
76,5103,92
77,21465,338
78,13246,134
79,15110,125
80,11549,123
81,5642,111
82,4738,29
83,14313,124
84,13125,258
85,11472,293
86,15078,51
87,18169,215
88,12205,166
89,15894,241
90,16107,292
91,13521,195
92,13838,132
93,15213,90
94,13408,154
95,12392,250
96,18548,219
97,12110,151
98,3144,158
99,4745,101
100,6060,137
101,12050,147
102,13034,136
103,18784,44
104,7594,62
105,16725,139
106,11599,155
107,9259,100
108,12937,101
109,7862,236
110,10736,289
111,20471,214
112,5493,89
113,11133,120
114,11734,95
