Leaf,TotalPacket,DropPacket
0,18281,227
1,11558,164
2,15060,144
3,14878,126
4,14734,170
5,12421,71
6,15077,384
7,14517,284
8,3456,161
9,8244,106
10,23449,83
11,16434,143
12,19458,253
13,16835,300
14,15224,210
15,18916,148
16,16742,153
17,16402,245
18,19863,172
19,13377,87
20,20143,260
21,18489,104
22,15453,172
23,12841,151
24,14661,176
25,5800,98
26,18826,346
27,20901,277
28,16768,185
29,6919,31
30,11031,90
31,3580,151
32,9096,89
33,15813,262
34,21762,378
35,18272,234
36,20010,66
37,19431,48
38,14883,156
39,13075,111
40,16278,192
41,19498,262
42,20645,320
43,26462,271
44,4136,100
45,14415,237
46,24324,262
47,17071,88
48,12714,155
49,6521,78
50,23154,462
51,19446,212
52,6399,56
53,13777,171
54,4934,124
55,15667,150
56,14962,70
57,14963,298
58,4573,79
59,12689,43
60,17958,127
61,11887,179
62,14419,334
63,4959,34
64,12466,102
65,14971,258
66,13425,131
67,15047,178
68,14826,117
69,15258,254
70,11927,94
71,6682,60
72,17953,244
73,14637,154
74,10997,333
75,15437,244
76,13418,223
77,22110,379
78,12189,241
79,14379,391
80,10918,176
81,5791,119
82,4719,7
83,12325,277
84,14245,157
85,11204,347
86,12783,219
87,15514,187
88,12980,259
89,14832,278
90,11633,223
91,12265,180
92,15197,384
93,16064,86
94,13958,137
95,14496,198
96,19950,194
97,15488,225
98,4460,21
99,4842,62
100,6832,129
101,14442,164
102,16292,170
103,15712,264
104,7733,62
105,16921,91
106,13143,98
107,8974,90
108,12493,119
109,9267,376
110,14749,190
111,20681,268
112,5561,32
113,12378,96
114,11448,181
