Leaf,TotalPacket,DropPacket
0,15259,23
1,11033,8
2,7407,7
3,8235,17
4,13121,24
5,12265,5
6,19060,17
7,8991,20
8,5679,7
9,13703,9
10,18199,34
11,14906,11
12,14646,16
13,17245,17
14,15820,11
15,14695,10
16,14964,6
17,20113,4
18,18525,28
19,14268,12
20,18060,7
21,18986,9
22,13805,16
23,11457,7
24,20751,37
25,2553,4
26,23263,10
27,24217,10
28,18649,16
29,7757,18
30,8313,19
31,3005,8
32,13383,14
33,10877,16
34,24278,9
35,18687,27
36,13044,27
37,18739,31
38,12588,26
39,13875,30
40,15195,42
41,15173,21
42,17690,25
43,24144,16
44,4022,10
45,13750,8
46,16148,54
47,10944,10
48,9936,2
49,7881,9
50,21192,38
51,12394,29
52,8395,28
53,14394,15
54,6000,4
55,16280,20
56,14116,6
57,12036,5
58,3073,3
59,9606,11
60,16874,15
61,9595,29
62,15693,14
63,8258,6
64,3897,1
65,10000,3
66,7618,2
67,11109,12
68,14349,12
69,9275,36
70,12442,43
71,8462,8
72,14423,13
73,12706,20
74,9353,13
75,19533,27
76,17520,19
77,16642,46
78,13079,7
79,15815,3
80,12664,5
81,8820,6
82,6197,1
83,13669,19
84,10135,23
85,13297,11
86,13306,16
87,16096,27
88,12517,17
89,9228,9
90,18739,14
91,9481,4
92,17425,11
93,14364,35
94,11618,27
95,14204,21
96,20360,23
97,17151,10
98,6168,14
99,5428,9
100,6425,10
101,12447,20
102,14089,21
103,11094,12
104,9043,5
105,10286,9
106,13659,19
107,11605,6
108,11437,16
109,15700,37
110,9795,2
111,19239,8
112,10366,21
113,10825,31
114,12645,33
