Leaf,TotalPacket,DropPacket
0,18819,200
1,12007,117
2,13960,215
3,10358,320
4,15001,168
5,12116,68
6,14363,325
7,14683,172
8,3537,134
9,8513,73
10,18674,212
11,9788,165
12,19202,218
13,13681,139
14,14971,244
15,18937,424
16,18779,145
17,18258,202
18,18596,240
19,10880,266
20,12853,163
21,17802,106
22,14847,135
23,11956,130
24,13479,194
25,6312,80
26,18644,94
27,20857,157
28,12415,159
29,6985,42
30,10847,104
31,3761,49
32,8901,62
33,14620,112
34,21133,310
35,18102,196
36,16923,118
37,19365,147
38,13302,172
39,12418,112
40,16930,263
41,17863,261
42,21007,221
43,25590,177
44,3880,80
45,12712,225
46,23469,333
47,14430,186
48,12485,100
49,5458,47
50,20465,183
51,18166,156
52,6480,77
53,16376,173
54,5106,120
55,15374,176
56,12054,134
57,17078,149
58,4399,84
59,12317,28
60,14201,102
61,11947,94
62,14382,181
63,4914,40
64,12251,81
65,12569,198
66,10997,196
67,14579,201
68,14484,105
69,14350,203
70,6512,99
71,6137,66
72,18188,203
73,13241,175
74,4848,58
75,16623,131
76,5031,63
77,21457,319
78,13366,121
79,15116,108
80,11415,127
81,6482,100
82,4755,31
83,14368,142
84,12838,207
85,12468,262
86,14791,69
87,18102,199
88,11864,174
89,16169,224
90,15746,307
91,13303,174
92,13406,130
93,13750,113
94,12972,141
95,13165,254
96,19025,179
97,11276,201
98,3329,131
99,4870,106
100,6459,118
101,12126,140
102,12842,154
103,19087,50
104,7672,51
105,16135,82
106,11458,139
107,8958,102
108,12680,130
109,8375,239
110,10593,264
111,20366,206
112,5742,70
113,11160,114
114,11642,102
