Leaf,TotalPacket,DropPacket
0,21303,106
1,12268,102
2,16123,205
3,12208,198
4,15792,187
5,12755,49
6,17029,268
7,16030,139
8,4332,137
9,9090,91
10,20644,133
11,14500,77
12,20839,166
13,17544,67
14,17441,179
15,20237,241
16,20471,127
17,20397,134
18,20292,161
19,12321,168
20,15678,58
21,19792,61
22,15335,116
23,13541,91
24,14913,221
25,6647,106
26,20814,85
27,22903,142
28,16648,72
29,7397,43
30,12201,73
31,4004,29
32,9483,60
33,16609,83
34,24548,253
35,19934,230
36,18618,131
37,21478,80
38,14845,134
39,14302,96
40,19619,234
41,20353,235
42,24066,139
43,29364,99
44,4399,78
45,15430,133
46,25619,220
47,16375,216
48,13536,81
49,5630,66
50,23799,119
51,20757,88
52,7069,116
53,18028,124
54,5622,208
55,15742,183
56,12714,127
57,18600,116
58,4959,104
59,13606,19
60,17637,44
61,13647,79
62,16410,124
63,5098,40
64,13669,91
65,15629,105
66,13396,113
67,16677,150
68,15476,82
69,16772,116
70,6633,124
71,6532,166
72,20256,139
73,15197,131
74,5497,87
75,18177,107
76,5427,72
77,24889,334
78,14743,69
79,17315,103
80,12651,131
81,6559,83
82,4769,19
83,15751,83
84,15325,174
85,13798,183
86,15630,45
87,18541,237
88,13513,129
89,17006,258
90,16612,212
91,14006,148
92,17353,84
93,16753,50
94,14471,100
95,14985,134
96,21652,145
97,15888,98
98,3719,132
99,5310,112
100,6932,134
101,14687,59
102,16543,79
103,19808,32
104,7899,86
105,18611,65
106,13248,76
107,9927,91
108,13990,59
109,9993,300
110,12606,194
111,22815,117
112,6076,77
113,12788,59
114,12830,87
