Leaf,TotalPacket,DropPacket
0,18128,205
1,11064,160
2,14155,172
3,14005,180
4,13772,199
5,10991,100
6,14716,335
7,13606,232
8,3396,208
9,8406,98
10,21787,102
11,15108,156
12,18963,268
13,15903,256
14,13157,249
15,17158,199
16,15732,132
17,16311,239
18,18924,189
19,12540,93
20,17839,275
21,17164,148
22,14838,183
23,12799,130
24,14116,163
25,5863,110
26,18389,342
27,20022,263
28,15690,194
29,6783,40
30,10827,81
31,3417,63
32,9010,98
33,15106,118
34,20060,346
35,16935,240
36,16636,140
37,18360,64
38,14738,140
39,12610,135
40,16404,179
41,17985,314
42,20352,242
43,25465,244
44,4169,77
45,13544,302
46,23429,300
47,15069,123
48,11930,168
49,6646,61
50,22506,417
51,18258,197
52,6263,52
53,13471,157
54,5134,110
55,14853,176
56,13345,86
57,13322,346
58,4478,69
59,11072,61
60,16936,153
61,10481,192
62,13948,361
63,4970,25
64,12335,101
65,13854,249
66,13015,123
67,13719,201
68,13936,197
69,14823,294
70,11499,119
71,6450,76
72,17027,272
73,13689,212
74,10707,367
75,15612,226
76,12273,222
77,21477,406
78,11576,284
79,14501,393
80,10139,159
81,5712,99
82,4525,12
83,11543,249
84,12945,156
85,11677,309
86,11224,250
87,15430,203
88,12527,255
89,14034,328
90,11103,257
91,12028,156
92,14614,375
93,14681,113
94,12699,183
95,12316,259
96,19537,210
97,14773,179
98,4169,22
99,4463,71
100,6480,139
101,13623,190
102,14966,189
103,14842,195
104,7347,62
105,16370,94
106,12746,91
107,8723,85
108,12915,116
109,9809,285
110,14098,152
111,19535,237
112,5637,25
113,11292,105
114,11781,93
