Leaf,TotalPacket,DropPacket
0,18941,27
1,8638,2
2,8700,30
3,10563,11
4,20297,49
5,10284,1
6,18688,43
7,10491,8
8,10764,93
9,9826,145
10,7188,12
11,9640,27
12,9661,1
13,20019,41
14,13436,21
15,6093,52
16,15577,6
17,22360,6
18,11288,12
19,10666,7
20,23640,65
21,18280,38
22,15677,76
23,13022,36
24,25517,76
25,10791,30
26,19476,71
27,25108,144
28,20932,43
29,13358,101
30,9303,49
31,4274,58
32,8439,8
33,12025,17
34,16556,105
35,21126,3
36,8808,13
37,14178,102
38,14395,131
39,15514,78
40,16709,86
41,12390,63
42,18422,47
43,28443,138
44,12903,43
45,10691,37
46,17047,73
47,13903,91
48,2632,30
49,7441,7
50,19615,4
51,9922,66
52,14934,9
53,13869,58
54,6118,25
55,18182,46
56,12574,8
57,7729,50
58,9650,30
59,12243,30
60,19487,3
61,10710,103
62,17715,3
63,13806,7
64,8965,24
65,10254,51
66,7748,27
67,10780,68
68,15407,15
69,12172,39
70,13300,54
71,8212,2
72,15265,39
73,17003,34
74,7580,4
75,18117,35
76,19151,38
77,9804,78
78,15337,124
79,14003,35
80,12532,88
81,13601,83
82,7549,2
83,14717,5
84,9439,87
85,4106,61
86,12859,18
87,17722,51
88,14899,41
89,9562,6
90,15595,63
91,10627,8
92,14847,30
93,11671,32
94,12671,51
95,12145,5
96,18159,14
97,17159,118
98,5734,6
99,11756,32
100,9493,48
101,12673,147
102,15556,87
103,13624,33
104,5076,24
105,16874,16
106,12240,143
107,10649,24
108,7166,9
109,12234,36
110,7268,19
111,16856,52
112,13376,45
113,12854,29
114,14520,18
