Leaf,TotalPacket,DropPacket
0,19180,23
1,8653,2
2,9284,1
3,10471,6
4,20334,18
5,10302,0
6,18457,15
7,10397,4
8,10182,30
9,10213,0
10,7203,10
11,10262,0
12,9925,0
13,20125,9
14,13522,3
15,6214,11
16,15777,2
17,22453,1
18,11584,15
19,10745,0
20,24095,19
21,18865,2
22,16197,0
23,13929,6
24,26189,20
25,10722,14
26,19829,0
27,26281,7
28,21091,13
29,13382,26
30,9631,12
31,4222,7
32,8444,14
33,12599,0
34,17100,6
35,21198,0
36,8884,6
37,14637,13
38,15666,0
39,16796,12
40,17769,0
41,12726,4
42,18821,25
43,30261,10
44,13530,12
45,10577,23
46,17457,14
47,14916,8
48,2601,9
49,7922,0
50,19872,0
51,10017,15
52,14849,6
53,14193,19
54,6311,0
55,18250,16
56,12375,15
57,7822,0
58,9929,0
59,11993,20
60,20014,0
61,11366,17
62,17882,0
63,13810,0
64,8879,7
65,10821,0
66,7940,0
67,10866,15
68,16026,0
69,12268,12
70,13238,28
71,8460,0
72,15879,4
73,16940,22
74,7378,8
75,18358,20
76,19635,7
77,9477,45
78,15548,28
79,14440,0
80,12924,5
81,14087,11
82,7591,2
83,14752,0
84,9463,9
85,4302,25
86,13114,0
87,18163,4
88,14606,32
89,9752,0
90,16208,0
91,10888,0
92,15374,16
93,11945,14
94,12717,10
95,12473,0
96,18497,0
97,16817,24
98,5955,1
99,11570,7
100,9980,0
101,13121,1
102,15696,19
103,14321,0
104,5157,3
105,17189,0
106,12478,16
107,10847,10
108,7171,4
109,12457,8
110,7578,0
111,16987,11
112,13536,8
113,13063,14
114,14920,3
