Leaf,TotalPacket,DropPacket
0,19064,9
1,8618,1
2,9292,1
3,10421,9
4,20195,13
5,10302,0
6,18480,7
7,10286,3
8,10412,16
9,10213,0
10,7177,7
11,10262,0
12,9925,0
13,20181,8
14,13563,1
15,6258,5
16,15739,3
17,22470,0
18,11626,9
19,10541,1
20,24079,6
21,18719,4
22,16132,1
23,13935,1
24,26242,12
25,10619,9
26,19564,1
27,26186,6
28,21130,8
29,13328,15
30,9690,11
31,4391,5
32,8367,8
33,12599,0
34,17051,3
35,21198,0
36,8914,3
37,14527,10
38,15191,2
39,16772,5
40,17769,0
41,12445,5
42,18629,12
43,29906,13
44,13399,14
45,10509,12
46,17070,20
47,14964,4
48,2579,8
49,7922,0
50,19872,0
51,9997,9
52,14835,3
53,14143,12
54,6311,0
55,18352,10
56,12426,8
57,7822,0
58,9665,1
59,11797,14
60,20014,0
61,11072,13
62,17845,2
63,13810,0
64,8990,1
65,10821,0
66,7940,0
67,10984,9
68,16026,0
69,12185,6
70,13072,16
71,8460,0
72,15894,3
73,17012,9
74,7750,2
75,18106,11
76,19808,2
77,9524,23
78,15803,9
79,14440,0
80,12990,1
81,13917,7
82,7605,0
83,14752,0
84,9590,4
85,4300,8
86,13114,0
87,18040,10
88,14617,20
89,9752,0
90,16208,0
91,10888,0
92,15430,6
93,11857,8
94,12751,8
95,12473,0
96,18497,0
97,16967,10
98,5925,2
99,11587,3
100,9980,0
101,12855,2
102,15579,16
103,14321,0
104,5320,0
105,17189,0
106,12627,8
107,10920,3
108,7127,2
109,12478,8
110,7578,0
111,16936,6
112,13296,7
113,13226,7
114,14994,4
