Leaf,TotalPacket,DropPacket
0,19012,172
1,11629,151
2,13705,228
3,10873,349
4,14746,237
5,12409,61
6,14476,326
7,14772,276
8,3440,135
9,8066,117
10,17823,240
11,11203,249
12,18965,198
13,13526,178
14,15959,209
15,18890,274
16,18561,176
17,18733,191
18,18394,190
19,11010,291
20,13700,161
21,17414,104
22,14581,157
23,12072,152
24,13102,200
25,6052,93
26,19039,116
27,20866,272
28,13083,144
29,7053,42
30,10885,143
31,3726,60
32,8959,73
33,13776,160
34,21216,334
35,17984,209
36,17068,132
37,19534,134
38,13514,142
39,12447,102
40,16446,352
41,17748,309
42,20905,244
43,25392,222
44,4325,85
45,13103,231
46,22690,293
47,14262,173
48,12006,273
49,5077,65
50,19746,210
51,17693,162
52,6396,109
53,16539,194
54,5467,97
55,15295,194
56,10997,249
57,16704,186
58,4353,84
59,12152,39
60,14096,121
61,12482,125
62,14575,205
63,4682,39
64,12379,88
65,12772,204
66,11138,176
67,15058,203
68,14406,107
69,14198,183
70,5960,131
71,6227,79
72,18644,218
73,13297,171
74,5085,67
75,16652,121
76,4956,63
77,20850,337
78,13357,136
79,15162,129
80,11498,134
81,5981,112
82,4756,23
83,13486,166
84,13394,247
85,11792,321
86,14568,76
87,17572,261
88,12028,189
89,15357,251
90,16297,297
91,13059,200
92,13835,164
93,14223,103
94,12903,156
95,12970,244
96,19231,175
97,11350,212
98,3281,150
99,4675,77
100,5938,158
101,11955,141
102,12992,123
103,19060,38
104,7627,63
105,15351,119
106,11463,172
107,9272,86
108,12668,97
109,7873,325
110,10390,364
111,21202,166
112,5326,78
113,11496,101
114,11295,124
