Leaf,TotalPacket,DropPacket
0,19426,137
1,11952,116
2,15608,93
3,15791,75
4,15001,140
5,12301,53
6,14976,348
7,15504,240
8,3745,151
9,8775,72
10,23755,46
11,17980,97
12,20558,163
13,17361,223
14,16110,162
15,19194,101
16,17682,52
17,16691,215
18,19995,145
19,13317,46
20,21539,158
21,18401,93
22,15766,117
23,13140,90
24,15243,134
25,6210,202
26,20039,246
27,21770,190
28,16955,143
29,7043,65
30,11279,67
31,4005,48
32,9573,59
33,15839,101
34,23761,224
35,18609,190
36,19926,74
37,18677,40
38,15634,101
39,13923,127
40,17206,147
41,20033,251
42,21660,188
43,27864,153
44,4334,99
45,14468,358
46,25038,209
47,17182,89
48,13171,156
49,6796,63
50,24967,328
51,18896,130
52,6503,56
53,14125,220
54,5321,159
55,15791,103
56,14711,57
57,15971,350
58,4904,74
59,11710,35
60,18386,116
61,11605,122
62,15744,232
63,5385,53
64,13418,173
65,14704,190
66,14389,76
67,15177,141
68,14709,118
69,16819,215
70,12445,79
71,6863,72
72,18163,185
73,14273,166
74,11838,291
75,16744,165
76,13690,153
77,21667,391
78,12987,330
79,16215,292
80,11347,144
81,6461,122
82,4725,9
83,13539,141
84,14230,151
85,12765,226
86,13438,349
87,15820,151
88,13668,192
89,15791,205
90,11922,201
91,12726,95
92,16269,246
93,15654,71
94,14035,102
95,15156,182
96,19558,158
97,15576,135
98,4597,33
99,5193,58
100,7218,268
101,14662,105
102,16568,175
103,16324,166
104,7781,67
105,18107,51
106,13386,73
107,9000,86
108,13686,74
109,11068,280
110,15158,114
111,21220,227
112,5772,67
113,12916,54
114,12061,84
