Leaf,TotalPacket,DropPacket
0,19173,15
1,8575,2
2,9325,0
3,10429,7
4,20280,16
5,10302,0
6,18485,14
7,10288,3
8,10331,24
9,10213,0
10,7156,9
11,10262,0
12,9925,0
13,20037,14
14,13552,1
15,6176,13
16,15749,1
17,22414,1
18,11577,10
19,10590,3
20,24063,14
21,18839,3
22,16197,0
23,13898,9
24,26138,21
25,10494,10
26,19829,0
27,26407,4
28,21007,17
29,13592,21
30,9684,17
31,4367,4
32,8365,10
33,12599,0
34,17027,7
35,21198,0
36,8887,8
37,14619,10
38,15666,0
39,16776,10
40,17769,0
41,12916,2
42,18937,19
43,30228,14
44,13457,14
45,10913,16
46,17359,17
47,15144,2
48,2486,14
49,7922,0
50,19872,0
51,9997,15
52,14864,4
53,14344,13
54,6311,0
55,18151,15
56,12475,11
57,7822,0
58,9929,0
59,12068,15
60,20014,0
61,11366,17
62,17839,1
63,13802,1
64,8936,2
65,10821,0
66,7940,0
67,11036,9
68,16026,0
69,12291,5
70,13434,26
71,8460,0
72,15835,4
73,17010,19
74,7390,9
75,18374,16
76,19870,2
77,9327,37
78,15292,18
79,14440,0
80,13022,4
81,13863,5
82,7597,1
83,14752,0
84,9546,5
85,4346,20
86,13114,0
87,18180,3
88,14706,30
89,9752,0
90,16208,0
91,10888,0
92,15397,11
93,11933,15
94,12622,17
95,12473,0
96,18497,0
97,17257,12
98,5955,1
99,11815,4
100,9980,0
101,13119,1
102,15631,23
103,14321,0
104,5257,1
105,17189,0
106,12561,11
107,10832,9
108,7139,3
109,12418,12
110,7578,0
111,17043,14
112,13580,9
113,13093,19
114,15038,2
