Leaf,TotalPacket,DropPacket
0,18428,77
1,8392,6
2,8894,59
3,10533,33
4,20202,39
5,10264,2
6,18636,37
7,9791,113
8,10727,161
9,9960,151
10,7354,14
11,9794,21
12,9592,3
13,19849,68
14,12291,69
15,6234,104
16,15414,92
17,22394,14
18,11571,61
19,10451,52
20,23475,148
21,18104,84
22,15946,202
23,12853,89
24,25792,194
25,10720,33
26,19331,134
27,25536,364
28,20872,114
29,13581,238
30,9424,67
31,4345,36
32,8240,35
33,11937,127
34,16329,220
35,21064,33
36,8462,21
37,14586,253
38,14043,216
39,16354,124
40,16629,117
41,12378,55
42,18575,177
43,28064,424
44,13148,65
45,10970,73
46,16986,98
47,14172,161
48,2522,41
49,7472,14
50,19456,50
51,9903,135
52,14735,31
53,13810,98
54,5876,83
55,17616,206
56,12488,30
57,7652,83
58,9021,19
59,12014,71
60,19522,21
61,10984,198
62,17243,32
63,13809,6
64,9006,1
65,10259,91
66,7693,2
67,10594,235
68,15464,50
69,12036,112
70,13435,71
71,8252,29
72,15033,206
73,16945,66
74,7572,37
75,17975,74
76,18941,155
77,9946,167
78,15447,223
79,13732,25
80,12566,100
81,13737,166
82,7429,35
83,14072,69
84,9338,155
85,4099,114
86,13032,130
87,17402,211
88,15159,100
89,9395,3
90,15833,51
91,10405,12
92,14990,137
93,12000,82
94,12360,219
95,11981,44
96,17861,107
97,17287,226
98,5978,48
99,11600,144
100,9604,188
101,12409,150
102,15308,190
103,13572,95
104,5042,128
105,16729,40
106,11575,160
107,10903,32
108,7237,8
109,12059,28
110,7222,69
111,16862,53
112,13495,112
113,12892,149
114,14510,104
