Leaf,TotalPacket,DropPacket
0,18317,377
1,11482,277
2,15619,259
3,15006,289
4,14584,304
5,11756,200
6,15750,416
7,14999,440
8,3950,138
9,8457,117
10,23284,154
11,16720,508
12,19475,295
13,16707,366
14,15357,355
15,17565,288
16,17614,314
17,16006,312
18,20116,263
19,13062,267
20,19705,609
21,17559,411
22,15554,188
23,13087,329
24,15095,166
25,5879,97
26,19102,426
27,21286,418
28,16805,385
29,6958,88
30,11103,98
31,3932,47
32,9229,98
33,15918,172
34,22274,442
35,18957,331
36,19227,253
37,19205,132
38,15033,336
39,13366,143
40,16961,183
41,19102,416
42,21420,489
43,27380,569
44,4111,81
45,15149,268
46,22621,563
47,17066,114
48,12434,203
49,6597,139
50,23366,558
51,19981,182
52,5976,136
53,14356,262
54,5472,110
55,15412,296
56,14615,118
57,15906,437
58,4329,145
59,12236,212
60,17445,258
61,11952,229
62,14861,358
63,5214,34
64,12773,186
65,14869,304
66,13827,176
67,14747,211
68,14249,242
69,14977,389
70,11808,207
71,6473,53
72,17632,340
73,14393,286
74,11823,391
75,15980,340
76,13541,261
77,22447,513
78,12058,347
79,16096,515
80,11563,397
81,6487,107
82,4499,44
83,12923,311
84,12778,278
85,12765,379
86,12704,396
87,15621,246
88,13148,249
89,15716,584
90,11208,344
91,13667,257
92,15228,565
93,16112,255
94,13716,236
95,13957,389
96,20443,461
97,15829,308
98,4607,30
99,4755,173
100,6451,165
101,15027,146
102,16012,216
103,15172,330
104,7689,50
105,16767,360
106,13021,203
107,8594,191
108,13231,168
109,10100,271
110,15074,248
111,19943,355
112,5490,62
113,12173,121
114,11614,185
