Leaf,TotalPacket,DropPacket
0,19142,16
1,8574,1
2,9188,2
3,10393,9
4,20379,13
5,10302,0
6,18617,23
7,10490,2
8,10587,12
9,10213,0
10,7053,10
11,10262,0
12,9777,1
13,20238,5
14,13427,2
15,6252,13
16,15791,1
17,22470,0
18,11577,9
19,10745,0
20,24080,18
21,18857,2
22,16152,1
23,13899,5
24,26122,24
25,10247,21
26,19829,0
27,26633,1
28,21061,16
29,13714,22
30,9620,16
31,4462,3
32,8422,13
33,12599,0
34,17072,4
35,21198,0
36,8951,2
37,14607,14
38,15157,2
39,16809,12
40,17592,2
41,12948,1
42,18736,20
43,30133,6
44,13194,19
45,10910,9
46,17453,19
47,15096,4
48,2742,5
49,7922,0
50,19872,0
51,10202,6
52,14716,13
53,14165,13
54,6311,0
55,18287,14
56,12448,18
57,7822,0
58,9929,0
59,12266,13
60,20014,0
61,11228,18
62,17882,0
63,13810,0
64,9026,1
65,10821,0
66,7695,1
67,11042,12
68,16026,0
69,12650,2
70,13382,14
71,8460,0
72,15950,2
73,17027,22
74,7787,2
75,18293,17
76,19809,3
77,9991,33
78,15919,17
79,14440,0
80,13164,5
81,14226,4
82,7593,2
83,14752,0
84,9962,1
85,4334,17
86,13114,0
87,18043,10
88,14552,37
89,9752,0
90,16208,0
91,10888,0
92,15575,7
93,12010,6
94,12808,8
95,12473,0
96,18497,0
97,17086,15
98,5954,1
99,11708,6
100,9980,0
101,12914,1
102,15815,24
103,14321,0
104,5285,1
105,17189,0
106,12465,19
107,10821,13
108,7209,2
109,12397,6
110,7570,1
111,17054,16
112,13584,7
113,13262,13
114,15138,0
