Leaf,TotalPacket,DropPacket
0,18230,193
1,11836,180
2,14980,163
3,15114,161
4,14100,190
5,12399,74
6,14719,365
7,14407,243
8,3523,119
9,8620,101
10,23200,71
11,16866,152
12,20180,214
13,16743,262
14,15727,198
15,18787,154
16,17327,131
17,17263,223
18,19520,191
19,13524,113
20,19904,346
21,18173,123
22,15599,186
23,13177,159
24,15043,167
25,6124,87
26,19375,302
27,20326,279
28,16870,186
29,6862,43
30,11072,82
31,3919,41
32,9276,79
33,15258,216
34,22170,256
35,17903,224
36,20066,83
37,18885,58
38,14942,144
39,12998,126
40,16999,172
41,19087,253
42,20435,310
43,27475,208
44,4032,99
45,13785,298
46,24107,267
47,17022,76
48,12464,177
49,6576,64
50,23333,391
51,19547,230
52,6529,38
53,13651,192
54,4975,123
55,15867,187
56,14495,124
57,15230,313
58,4584,110
59,12509,48
60,17678,151
61,11707,184
62,14581,332
63,4928,30
64,12873,110
65,14244,245
66,13150,151
67,14713,199
68,14774,157
69,15662,257
70,12049,94
71,6679,57
72,17753,288
73,14500,213
74,11713,373
75,16256,196
76,12480,226
77,21629,346
78,12166,404
79,15141,339
80,11061,186
81,6064,116
82,4703,11
83,12720,251
84,13792,161
85,11777,276
86,12350,254
87,15360,200
88,12983,259
89,14279,319
90,12054,232
91,12863,133
92,15818,364
93,15985,97
94,13844,145
95,14152,284
96,19420,226
97,14734,235
98,4509,19
99,4581,75
100,6733,115
101,14643,168
102,15906,202
103,15635,283
104,7679,65
105,16432,102
106,13175,91
107,9093,67
108,12849,106
109,10389,336
110,14686,152
111,20217,250
112,5503,30
113,12478,92
114,11199,106
