Leaf,TotalPacket,DropPacket
0,16214,9
1,11713,0
2,8127,0
3,8394,9
4,13467,22
5,12282,2
6,20049,11
7,9797,11
8,5631,5
9,14041,0
10,18239,23
11,15556,2
12,15717,2
13,17896,5
14,16229,5
15,15091,24
16,15398,0
17,20284,0
18,20009,7
19,14877,1
20,18607,25
21,19280,1
22,14521,2
23,11793,6
24,21197,23
25,2466,64
26,24137,1
27,24800,0
28,19032,9
29,8100,25
30,9510,95
31,3136,1
32,13827,9
33,12150,0
34,24997,1
35,19464,5
36,13433,20
37,18826,11
38,13318,5
39,14437,1
40,15938,0
41,15783,2
42,19196,1
43,25487,0
44,4082,34
45,13736,86
46,16639,26
47,11201,4
48,9996,0
49,7968,2
50,21489,7
51,13296,10
52,9383,10
53,14689,49
54,6211,0
55,17049,3
56,14060,8
57,12796,0
58,3361,0
59,9728,9
60,17754,1
61,10843,96
62,16136,1
63,8089,7
64,4072,0
65,10152,0
66,7861,0
67,11601,3
68,15171,1
69,9914,5
70,12992,28
71,8861,0
72,15188,3
73,13400,45
74,10315,2
75,19643,9
76,18458,1
77,18336,47
78,13504,1
79,16136,0
80,13258,0
81,9591,0
82,6218,0
83,15106,0
84,11212,2
85,13799,28
86,13656,2
87,16227,16
88,13529,7
89,9611,1
90,19713,0
91,9548,0
92,17719,19
93,14754,29
94,12281,12
95,14470,6
96,21398,3
97,17193,15
98,6265,6
99,5578,26
100,6799,0
101,13018,6
102,14487,17
103,11735,0
104,9278,0
105,10562,2
106,14400,2
107,11876,1
108,12232,1
109,17204,46
110,9822,0
111,19681,21
112,10867,3
113,10974,13
114,13584,6
