Leaf,TotalPacket,DropPacket
0,16184,8
1,11713,0
2,8127,0
3,8666,9
4,13619,8
5,12527,0
6,20136,14
7,10688,0
8,5562,7
9,14041,0
10,18546,13
11,15703,0
12,16038,0
13,17837,12
14,16577,0
15,15160,9
16,15398,0
17,20284,0
18,20171,14
19,15135,0
20,18526,9
21,19412,0
22,14696,0
23,12234,0
24,21961,31
25,2661,72
26,24269,0
27,24800,0
28,19193,14
29,7998,11
30,9413,93
31,3244,0
32,14128,11
33,12150,0
34,25118,0
35,19966,0
36,13426,12
37,18999,20
38,13754,0
39,14630,0
40,15938,0
41,15860,1
42,19327,0
43,25487,0
44,4260,74
45,14184,59
46,17068,19
47,11549,0
48,9996,0
49,8216,0
50,22205,0
51,13282,13
52,9588,12
53,14792,49
54,6211,0
55,17141,3
56,14333,14
57,12796,0
58,3361,0
59,9847,17
60,18005,0
61,11049,74
62,16385,0
63,8296,10
64,4072,0
65,10152,0
66,7861,0
67,11726,6
68,15189,0
69,10606,0
70,13280,55
71,8861,0
72,15429,0
73,13730,79
74,10446,0
75,19845,10
76,18305,4
77,18076,52
78,13644,0
79,16134,3
80,13258,0
81,9591,0
82,6218,0
83,15106,0
84,11473,0
85,13835,23
86,14065,0
87,16219,9
88,13505,12
89,9610,0
90,19713,0
91,9548,0
92,17683,13
93,15207,9
94,12785,19
95,14884,9
96,21828,0
97,17444,9
98,6141,8
99,5756,60
100,6799,0
101,13518,3
102,14499,11
103,11735,0
104,9278,0
105,10701,0
106,14648,0
107,12117,0
108,12287,0
109,17502,37
110,9822,0
111,19879,20
112,11382,0
113,11198,21
114,14172,0
