Leaf,TotalPacket,DropPacket
0,19067,275
1,12778,251
2,15675,401
3,15655,218
4,15036,321
5,12086,95
6,15794,573
7,15196,503
8,4199,111
9,9109,58
10,23593,236
11,17064,350
12,18967,338
13,17104,390
14,15474,244
15,18152,289
16,17958,243
17,17065,276
18,19526,262
19,13296,188
20,19854,335
21,18195,315
22,15806,185
23,13866,304
24,15354,159
25,6055,104
26,20572,491
27,21465,487
28,16802,537
29,6834,66
30,10772,186
31,3702,43
32,9642,78
33,15642,157
34,21535,443
35,19232,256
36,18790,266
37,18532,145
38,15370,357
39,13247,182
40,16753,239
41,19231,361
42,21579,568
43,27098,314
44,4283,49
45,15114,278
46,24252,256
47,16508,264
48,12708,197
49,6952,99
50,24818,458
51,20485,222
52,6268,36
53,14413,260
54,5390,144
55,16376,277
56,14745,177
57,15990,442
58,4749,121
59,11948,197
60,17226,386
61,11766,421
62,15801,392
63,5178,80
64,13089,137
65,15624,227
66,13995,143
67,14997,187
68,14917,183
69,16199,270
70,12961,391
71,6941,67
72,19330,272
73,14882,138
74,12234,381
75,16888,295
76,13969,331
77,22690,451
78,12273,276
79,16201,441
80,10662,320
81,6556,109
82,4609,20
83,12915,328
84,13603,191
85,13336,400
86,13116,383
87,16285,209
88,13653,250
89,15485,500
90,11086,266
91,12851,390
92,16285,488
93,15390,356
94,13895,218
95,14712,241
96,20577,318
97,16095,247
98,4419,52
99,4713,123
100,7161,247
101,13978,253
102,15571,234
103,15710,396
104,7697,64
105,17092,313
106,12927,98
107,8847,136
108,13398,206
109,10875,241
110,15213,289
111,21485,452
112,5809,69
113,11999,218
114,12139,128
