Leaf,TotalPacket,DropPacket
0,21043,214
1,11436,124
2,15871,208
3,12151,236
4,15202,137
5,12795,45
6,17063,256
7,15112,181
8,4052,138
9,9124,78
10,19318,136
11,13405,105
12,20364,226
13,17441,97
14,16333,159
15,20448,181
16,20359,102
17,19490,154
18,20127,184
19,10938,216
20,14512,86
21,19651,53
22,15726,251
23,13541,112
24,14814,159
25,6169,81
26,20411,164
27,22666,163
28,15654,106
29,7518,34
30,12280,85
31,3998,54
32,9358,101
33,16429,112
34,24109,258
35,20187,187
36,18236,139
37,20941,91
38,14437,234
39,14108,82
40,19039,247
41,18844,254
42,23418,152
43,28742,114
44,4407,98
45,14142,398
46,25379,260
47,16139,119
48,12962,93
49,5443,26
50,22736,215
51,20657,122
52,7044,94
53,17538,129
54,5307,105
55,16097,169
56,12613,141
57,18075,182
58,4803,85
59,13584,25
60,16385,67
61,13159,123
62,15601,307
63,5065,37
64,13643,72
65,14280,132
66,12312,127
67,16565,234
68,15486,95
69,15974,166
70,6689,129
71,6362,115
72,20370,205
73,14712,143
74,5153,78
75,17879,99
76,5238,65
77,24076,372
78,14468,75
79,16953,85
80,12039,131
81,6556,93
82,4776,23
83,15599,88
84,15340,173
85,13166,208
86,15107,69
87,18669,166
88,13792,112
89,16967,406
90,16639,311
91,14213,123
92,16763,84
93,15796,55
94,13996,98
95,14509,156
96,20567,163
97,15876,80
98,3604,136
99,5063,95
100,6646,230
101,14206,71
102,16315,110
103,19899,20
104,7882,77
105,17951,44
106,12470,105
107,9886,98
108,13643,70
109,9692,201
110,12102,201
111,22202,145
112,6188,67
113,12050,67
114,12389,132
