Leaf,TotalPacket,DropPacket
0,17299,243
1,10856,185
2,14522,212
3,13793,186
4,13757,190
5,11180,90
6,14977,403
7,12946,277
8,3979,108
9,8154,164
10,21095,90
11,15086,208
12,18415,238
13,15311,409
14,15023,242
15,16857,231
16,15426,166
17,15606,270
18,18668,236
19,12357,106
20,17862,365
21,16372,166
22,15068,184
23,11827,177
24,14492,201
25,5755,76
26,18825,337
27,18687,294
28,16290,211
29,6765,61
30,10610,98
31,3708,42
32,8644,99
33,15462,138
34,19604,372
35,16705,328
36,17238,125
37,18761,85
38,14634,170
39,12554,163
40,15796,229
41,17955,331
42,17799,469
43,24236,326
44,4064,97
45,13718,283
46,22741,341
47,15683,139
48,11895,215
49,6377,92
50,22338,566
51,18822,220
52,5971,74
53,13856,190
54,5009,126
55,14673,209
56,13071,100
57,14496,333
58,4145,192
59,11265,79
60,16993,147
61,10676,211
62,14184,421
63,5076,38
64,11975,129
65,13478,292
66,12748,132
67,14370,194
68,13980,134
69,13838,400
70,10820,211
71,6574,73
72,17357,332
73,13421,213
74,11107,373
75,15583,217
76,12140,294
77,21281,404
78,11208,333
79,13406,422
80,9433,243
81,5649,160
82,4554,7
83,12380,250
84,12332,188
85,12081,312
86,11691,311
87,14915,224
88,11835,339
89,14582,366
90,11225,255
91,11969,216
92,14777,448
93,14944,116
94,13405,173
95,13061,326
96,18118,266
97,14950,211
98,4325,30
99,4515,91
100,6425,148
101,13565,186
102,14632,238
103,14220,381
104,7527,68
105,15772,134
106,12467,120
107,8391,105
108,12419,125
109,9460,298
110,12965,177
111,19434,302
112,5569,27
113,11484,114
114,10882,171
