Leaf,TotalPacket,DropPacket
0,16212,0
1,11713,0
2,8127,0
3,8709,0
4,13471,24
5,12527,0
6,20199,50
7,10688,0
8,5569,96
9,14041,0
10,18545,95
11,15703,0
12,15837,1
13,17798,70
14,16577,0
15,14844,20
16,15398,0
17,20284,0
18,20331,38
19,15135,0
20,18526,2
21,19412,0
22,14696,0
23,12234,0
24,21639,23
25,2560,83
26,24269,0
27,24800,0
28,19280,60
29,8151,13
30,9398,88
31,3244,0
32,14048,3
33,12150,0
34,25055,1
35,19966,0
36,13509,32
37,19194,7
38,13754,0
39,14630,0
40,15938,0
41,15901,0
42,19327,0
43,25487,0
44,4078,64
45,13904,5
46,17252,21
47,11549,0
48,9996,0
49,8216,0
50,22206,1
51,13373,54
52,9543,35
53,14781,115
54,6211,0
55,17156,9
56,14251,8
57,12796,0
58,3361,0
59,9811,31
60,18005,0
61,11074,9
62,16385,0
63,8334,4
64,4072,0
65,10152,0
66,7861,0
67,11741,0
68,15189,0
69,10606,0
70,13125,41
71,8861,0
72,15429,0
73,13707,87
74,10446,0
75,20104,8
76,18317,2
77,18257,62
78,13644,0
79,16136,0
80,13258,0
81,9591,0
82,6218,0
83,15106,0
84,11473,0
85,13852,2
86,14065,0
87,16377,54
88,13737,124
89,9610,0
90,19713,0
91,9548,0
92,17859,37
93,15221,35
94,12846,74
95,14892,1
96,21828,0
97,17403,48
98,6299,105
99,5676,56
100,6799,0
101,13478,4
102,14624,0
103,11735,0
104,9278,0
105,10701,0
106,14648,0
107,12117,0
108,12287,0
109,17522,1
110,9822,0
111,19867,2
112,11382,0
113,11273,24
114,14172,0
