Leaf,TotalPacket,DropPacket
0,17881,197
1,11286,124
2,13430,217
3,10221,293
4,15147,152
5,12292,44
6,14273,337
7,15602,158
8,3331,117
9,8445,65
10,18142,202
11,10132,152
12,19297,168
13,13956,147
14,14812,199
15,19235,235
16,19233,110
17,17083,211
18,19070,233
19,10490,267
20,14379,146
21,18115,92
22,14981,136
23,12464,128
24,14043,177
25,6138,85
26,18928,102
27,20830,131
28,12998,129
29,7093,43
30,11057,88
31,3807,61
32,8863,77
33,13982,118
34,20223,375
35,17803,175
36,17275,131
37,19900,112
38,13386,158
39,12669,113
40,16043,319
41,17907,285
42,21180,245
43,25699,159
44,4128,63
45,13283,241
46,23094,233
47,14976,154
48,12521,100
49,5181,53
50,20980,169
51,18383,121
52,6706,82
53,15836,139
54,5230,111
55,15154,196
56,11238,137
57,16555,163
58,4184,77
59,12368,26
60,14866,106
61,12250,80
62,14846,214
63,4614,36
64,12283,90
65,12282,201
66,10841,143
67,13356,241
68,14572,96
69,13224,200
70,5659,153
71,6125,74
72,19203,156
73,12966,155
74,4893,72
75,15778,115
76,5019,64
77,20931,307
78,13971,99
79,15726,90
80,11330,141
81,6233,93
82,4716,20
83,12863,146
84,13077,219
85,11983,245
86,14890,48
87,17804,189
88,12096,165
89,15704,259
90,15594,296
91,12813,189
92,13643,114
93,15042,87
94,12448,171
95,12544,222
96,18920,158
97,12187,149
98,3099,110
99,4936,58
100,6246,120
101,12180,146
102,13071,113
103,19182,29
104,7778,48
105,15492,94
106,11329,138
107,9182,93
108,13251,80
109,8150,225
110,10314,293
111,20761,166
112,5664,81
113,10582,115
114,11974,82
