Leaf,TotalPacket,DropPacket
0,16213,1
1,11713,0
2,8127,0
3,8685,3
4,13675,38
5,12527,0
6,20208,60
7,10002,4
8,5658,74
9,14041,0
10,18458,38
11,15703,0
12,16038,0
13,17867,54
14,16194,2
15,15230,32
16,15398,0
17,20284,0
18,20071,24
19,15135,0
20,18563,3
21,19412,0
22,14696,0
23,12234,0
24,21902,28
25,2462,33
26,24269,0
27,24800,0
28,19271,66
29,8157,62
30,9536,111
31,3124,1
32,14133,3
33,12150,0
34,24869,1
35,19631,3
36,13448,30
37,18880,7
38,13754,0
39,14631,1
40,15938,0
41,15765,2
42,19181,1
43,25487,0
44,4044,59
45,14132,120
46,17246,38
47,11511,1
48,9996,0
49,8216,0
50,22086,1
51,13365,31
52,9668,43
53,14778,91
54,6211,0
55,17093,11
56,14052,4
57,12796,0
58,3361,0
59,9754,21
60,17500,2
61,11156,98
62,16385,0
63,8066,6
64,4072,0
65,10152,0
66,7861,0
67,11741,0
68,15189,0
69,10107,3
70,13031,68
71,8861,0
72,15429,0
73,13692,83
74,10446,0
75,19858,13
76,18330,8
77,18172,39
78,13644,0
79,16136,0
80,13258,0
81,9591,0
82,6218,0
83,15106,0
84,11209,1
85,13814,17
86,13816,1
87,16273,41
88,13744,79
89,9362,1
90,19713,0
91,9548,0
92,17953,45
93,15075,26
94,12607,41
95,14884,1
96,21809,1
97,17059,43
98,6286,53
99,5710,48
100,6799,0
101,13562,45
102,14574,48
103,11735,0
104,9278,0
105,10701,0
106,14398,1
107,12117,0
108,11914,3
109,17512,46
110,9822,0
111,19850,12
112,11125,1
113,11369,69
114,13856,3
