Leaf,TotalPacket,DropPacket
0,15525,607
1,10498,310
2,14173,371
3,13351,331
4,12293,454
5,10701,220
6,15087,485
7,13431,708
8,4016,130
9,8344,116
10,19710,323
11,15142,337
12,16694,462
13,15500,459
14,14117,378
15,15596,441
16,14639,307
17,15508,366
18,17887,339
19,11761,308
20,17580,506
21,16368,508
22,14117,294
23,12526,364
24,13350,247
25,5858,74
26,18347,405
27,19125,630
28,15568,302
29,6601,73
30,9834,174
31,3632,79
32,8467,139
33,14952,188
34,19987,613
35,17012,408
36,16322,326
37,17498,170
38,13755,324
39,10754,245
40,15470,319
41,17797,494
42,19306,469
43,24550,515
44,3998,106
45,13588,345
46,21409,609
47,14739,184
48,11535,262
49,6479,91
50,21829,539
51,18080,271
52,6231,61
53,12193,327
54,5312,116
55,14631,281
56,12557,282
57,13672,472
58,4047,156
59,11564,191
60,16362,342
61,11789,190
62,13659,476
63,5110,33
64,11447,243
65,14309,285
66,12522,269
67,13227,325
68,14025,188
69,14160,406
70,11233,205
71,6732,52
72,16919,423
73,13509,263
74,11275,437
75,14034,377
76,12918,321
77,20386,618
78,11877,346
79,14929,553
80,10281,293
81,5660,144
82,4612,27
83,11874,363
84,12169,282
85,12186,376
86,11243,407
87,14072,295
88,11681,319
89,13866,451
90,10464,380
91,11702,528
92,14376,553
93,14731,263
94,12969,278
95,12798,424
96,18696,411
97,15290,325
98,4038,55
99,4612,102
100,6604,157
101,13136,312
102,13063,376
103,14709,472
104,7591,76
105,15958,347
106,11297,126
107,8034,193
108,12468,217
109,9493,376
110,13150,374
111,18797,441
112,5349,57
113,10271,321
114,11569,130
