Leaf,TotalPacket,DropPacket
0,19955,137
1,11648,100
2,16855,82
3,15899,95
4,15311,117
5,12560,38
6,16423,262
7,15782,109
8,4057,117
9,8825,53
10,23735,52
11,17933,64
12,20607,148
13,16983,225
14,16373,164
15,19516,75
16,17414,86
17,17398,148
18,20805,136
19,13816,34
20,21236,151
21,18769,81
22,15602,151
23,13963,76
24,14812,178
25,6145,132
26,20043,227
27,21734,206
28,16836,116
29,7110,45
30,11418,45
31,3972,48
32,9393,87
33,16254,134
34,23766,291
35,19258,176
36,19984,73
37,19677,55
38,15434,116
39,13199,90
40,17666,113
41,19502,225
42,22523,150
43,28364,110
44,4349,72
45,15068,262
46,24798,182
47,16738,56
48,13036,175
49,6643,42
50,24562,380
51,19860,148
52,6572,83
53,14898,166
54,5517,112
55,16335,93
56,15072,45
57,16212,202
58,4651,63
59,12868,20
60,18164,130
61,12730,135
62,15966,225
63,5349,44
64,13554,101
65,14915,188
66,14164,56
67,14890,125
68,15468,79
69,16571,177
70,12618,84
71,6756,77
72,18629,198
73,15402,130
74,12093,291
75,16404,170
76,13137,177
77,23930,326
78,13555,246
79,16261,218
80,12100,105
81,6227,126
82,4720,6
83,12762,139
84,14367,156
85,12517,169
86,13371,149
87,15730,147
88,13646,279
89,15848,212
90,12475,126
91,13523,126
92,16105,233
93,15912,47
94,14034,104
95,15044,137
96,21014,199
97,15870,114
98,4594,23
99,5140,64
100,7281,199
101,14857,100
102,16302,127
103,16885,108
104,7806,59
105,18330,34
106,13544,35
107,9165,98
108,13530,58
109,10679,331
110,16397,113
111,21303,169
112,6018,89
113,13059,52
114,12512,105
