Leaf,TotalPacket,DropPacket
0,19451,172
1,10786,149
2,14701,185
3,10918,268
4,14741,152
5,11801,63
6,15493,279
7,15307,176
8,3837,132
9,8493,77
10,18107,181
11,9944,148
12,19162,215
13,14829,138
14,16000,201
15,19903,258
16,19261,139
17,18766,185
18,18742,199
19,10481,250
20,13643,128
21,18119,99
22,15064,133
23,12390,117
24,14811,135
25,6048,60
26,19844,96
27,21877,113
28,13679,152
29,7025,50
30,11275,81
31,3536,55
32,9071,60
33,15007,112
34,21649,331
35,18509,163
36,18050,106
37,19758,104
38,13337,141
39,12622,104
40,16496,307
41,17844,270
42,20887,442
43,26369,179
44,4126,92
45,14082,177
46,23217,308
47,14908,169
48,12742,104
49,5491,53
50,21366,153
51,18677,131
52,6635,100
53,16874,161
54,5153,145
55,15222,160
56,11824,134
57,16457,300
58,4598,63
59,12465,42
60,15426,70
61,13300,63
62,14867,133
63,4774,28
64,12840,93
65,13111,186
66,11222,164
67,15595,209
68,14883,114
69,14287,173
70,6212,159
71,6557,80
72,19626,161
73,13802,155
74,5219,83
75,16998,128
76,5353,93
77,21108,316
78,13776,89
79,15767,84
80,11740,155
81,6062,74
82,4750,37
83,14082,127
84,13856,216
85,11357,247
86,14585,84
87,18101,194
88,12591,162
89,15304,265
90,16009,292
91,13823,165
92,14711,219
93,16136,68
94,13329,124
95,12789,203
96,19191,171
97,12007,129
98,3299,165
99,4849,76
100,6904,152
101,11797,122
102,14452,97
103,19308,43
104,7940,70
105,17022,73
106,11897,87
107,9533,88
108,13470,76
109,8278,276
110,10527,252
111,21672,202
112,5771,52
113,11254,90
114,11740,139
