Leaf,TotalPacket,DropPacket
0,18984,10
1,8646,1
2,9325,0
3,10334,8
4,20316,4
5,10302,0
6,18398,15
7,10434,4
8,10209,39
9,10057,2
10,7084,18
11,9920,2
12,9791,1
13,19788,24
14,13328,7
15,6414,4
16,15763,4
17,22324,1
18,11590,42
19,10745,0
20,23973,112
21,18812,3
22,15948,1
23,13826,5
24,26253,40
25,10549,19
26,19438,3
27,26356,8
28,20921,20
29,13481,23
30,9668,17
31,4484,3
32,8427,19
33,12276,2
34,17014,7
35,21198,0
36,8923,4
37,14434,12
38,15177,4
39,16346,55
40,17294,3
41,12529,3
42,18866,66
43,29519,43
44,12907,14
45,10846,53
46,17270,12
47,14521,18
48,2448,12
49,7922,0
50,19872,0
51,10046,4
52,14695,9
53,13920,34
54,6311,0
55,18350,29
56,12438,25
57,7608,1
58,9664,1
59,11930,54
60,20014,0
61,11148,37
62,17882,0
63,13810,0
64,8868,4
65,10823,2
66,7690,1
67,10656,19
68,16026,0
69,12463,8
70,13344,31
71,8460,0
72,15837,4
73,16995,18
74,7347,6
75,17944,26
76,19104,10
77,9421,99
78,15911,23
79,14440,0
80,13027,11
81,13710,17
82,7605,0
83,14752,0
84,9911,1
85,4304,38
86,12936,1
87,17801,12
88,14636,34
89,9536,1
90,15952,2
91,10888,0
92,15256,15
93,11677,9
94,12572,24
95,12473,0
96,18378,1
97,16784,17
98,5956,0
99,11717,9
100,9980,0
101,12509,5
102,15551,19
103,14140,1
104,5033,2
105,16932,1
106,11798,16
107,10926,32
108,7107,3
109,12459,11
110,7543,1
111,17089,57
112,13393,39
113,13059,14
114,15138,0
