Leaf,TotalPacket,DropPacket
0,16199,1
1,11713,0
2,8127,0
3,8649,4
4,13425,25
5,12527,0
6,20221,6
7,10570,1
8,5495,18
9,14041,0
10,18414,31
11,15703,0
12,16038,0
13,17839,13
14,16440,1
15,14989,27
16,15398,0
17,20284,0
18,20075,4
19,15135,0
20,18469,8
21,19412,0
22,14478,2
23,12234,0
24,21395,16
25,2427,68
26,23921,2
27,24800,0
28,19067,14
29,8012,34
30,9530,107
31,3140,1
32,13942,3
33,12150,0
34,25057,1
35,19847,2
36,13435,15
37,19097,4
38,13754,0
39,14482,1
40,15938,0
41,15901,0
42,19327,0
43,25447,1
44,4061,50
45,14009,95
46,16830,25
47,11513,1
48,9996,0
49,8159,1
50,22014,2
51,13429,6
52,9781,6
53,14666,32
54,6211,0
55,17154,9
56,14284,5
57,12796,0
58,3361,0
59,9738,13
60,18005,0
61,11100,96
62,16385,0
63,8283,9
64,4072,0
65,10152,0
66,7861,0
67,11738,1
68,15189,0
69,10375,2
70,13057,44
71,8861,0
72,15255,2
73,13605,38
74,10446,0
75,19681,4
76,18435,3
77,18334,40
78,13644,0
79,16133,2
80,13258,0
81,9591,0
82,6218,0
83,15106,0
84,11473,0
85,13789,26
86,14065,0
87,16234,23
88,13599,7
89,9610,0
90,19713,0
91,9548,0
92,17697,12
93,15114,21
94,12819,9
95,14769,5
96,21572,1
97,17258,32
98,6284,14
99,5633,56
100,6799,0
101,13314,3
102,14491,16
103,11735,0
104,9278,0
105,10701,0
106,14648,0
107,12117,0
108,12115,2
109,17380,45
110,9822,0
111,19848,15
112,11248,1
113,11084,25
114,14172,0
