Leaf,TotalPacket,DropPacket
0,19151,114
1,8677,0
2,9246,1
3,10478,6
4,20419,57
5,10302,0
6,18632,19
7,10379,2
8,10638,42
9,10213,0
10,7110,18
11,10262,0
12,9925,0
13,20358,88
14,13572,6
15,6259,42
16,15806,0
17,22470,0
18,11759,124
19,10555,1
20,24327,111
21,18894,11
22,16197,0
23,13965,23
24,26260,22
25,10883,63
26,19829,0
27,26417,2
28,21173,67
29,13558,117
30,9762,5
31,4311,3
32,8469,16
33,12599,0
34,17100,8
35,21198,0
36,8993,19
37,14765,70
38,15666,0
39,16933,14
40,17769,0
41,12819,2
42,19055,131
43,30318,31
44,13488,19
45,10919,63
46,17547,39
47,15098,1
48,2626,35
49,7922,0
50,19872,0
51,10055,85
52,14712,8
53,14305,6
54,6322,11
55,18316,70
56,12315,7
57,7822,0
58,9929,0
59,12161,82
60,20014,0
61,11295,84
62,17712,2
63,13810,0
64,9021,1
65,10822,1
66,7940,0
67,10970,70
68,16026,0
69,12492,2
70,13672,64
71,8460,0
72,16132,0
73,17299,52
74,7704,2
75,18367,9
76,20056,0
77,10028,33
78,16090,74
79,14440,0
80,12988,1
81,14039,14
82,7604,7
83,14752,0
84,10021,0
85,4435,14
86,13114,0
87,18237,99
88,14836,137
89,9752,0
90,16208,0
91,10888,0
92,15435,56
93,12017,49
94,12899,70
95,12475,2
96,18497,0
97,17153,13
98,5957,1
99,11654,2
100,9980,0
101,12858,2
102,16101,97
103,14321,0
104,5320,0
105,17189,0
106,12845,118
107,11024,0
108,7264,1
109,12552,12
110,7578,0
111,17163,13
112,13731,1
113,13587,113
114,14984,1
