Leaf,TotalPacket,DropPacket
0,18142,25
1,8487,6
2,8558,25
3,10340,9
4,19416,25
5,10302,0
6,18542,21
7,10367,4
8,10494,26
9,9784,10
10,7050,5
11,9606,21
12,9652,2
13,19599,19
14,11934,30
15,6164,14
16,15134,8
17,22327,3
18,11204,14
19,10400,6
20,22729,35
21,18000,16
22,15029,25
23,13005,28
24,25637,48
25,10254,36
26,18902,12
27,24538,53
28,20579,14
29,13091,43
30,9199,25
31,4430,6
32,8157,9
33,11664,27
34,16075,37
35,20923,5
36,8347,16
37,14028,24
38,13862,49
39,15407,58
40,16079,46
41,12085,25
42,18346,32
43,27736,55
44,13192,16
45,10572,31
46,16669,31
47,13666,42
48,2494,15
49,7434,4
50,19263,9
51,9378,20
52,14663,11
53,13761,24
54,5927,10
55,17769,24
56,12181,18
57,7635,7
58,9530,8
59,11784,30
60,19750,1
61,10559,43
62,17181,7
63,13746,2
64,8724,11
65,9958,19
66,7628,10
67,10465,30
68,14933,9
69,11896,22
70,13097,34
71,8211,2
72,14424,36
73,17006,15
74,7225,12
75,17063,36
76,18245,31
77,9463,49
78,15037,34
79,13750,12
80,12465,21
81,13678,18
82,7233,9
83,14191,8
84,9129,16
85,3913,32
86,12730,9
87,17337,30
88,14413,36
89,9562,4
90,15491,13
91,10400,3
92,14956,16
93,11387,29
94,12112,23
95,12039,6
96,17643,7
97,16845,21
98,5879,8
99,11072,16
100,9417,13
101,12012,36
102,14976,33
103,13832,6
104,4896,5
105,16663,9
106,11564,40
107,10803,12
108,7219,2
109,11666,25
110,6936,12
111,16821,33
112,12754,21
113,12907,17
114,13846,19
