Leaf,TotalPacket,DropPacket
0,20136,186
1,12129,124
2,15611,288
3,10800,417
4,15526,140
5,12716,63
6,15287,341
7,15556,179
8,3264,176
9,8619,87
10,19454,195
11,12647,129
12,19936,202
13,16317,141
14,15611,263
15,19578,257
16,18869,180
17,19061,241
18,19695,233
19,11207,219
20,15023,124
21,18755,75
22,15132,158
23,12353,144
24,14935,162
25,6170,70
26,19848,87
27,22164,164
28,14540,150
29,7327,32
30,12138,72
31,3814,55
32,8864,107
33,15698,113
34,22094,325
35,19463,178
36,17666,122
37,20569,139
38,13439,161
39,12744,130
40,17721,329
41,18147,278
42,22314,195
43,27363,169
44,4211,84
45,13563,257
46,24558,245
47,15842,149
48,12410,136
49,5419,49
50,22325,136
51,19992,134
52,6899,101
53,17490,139
54,5377,127
55,15368,232
56,11933,226
57,17699,255
58,4465,92
59,13534,9
60,16636,65
61,13118,97
62,16240,160
63,4810,44
64,13005,92
65,13987,242
66,11637,180
67,15410,202
68,15138,151
69,15108,157
70,6460,114
71,6769,47
72,19872,174
73,14890,154
74,5177,57
75,17235,112
76,5054,51
77,22155,371
78,14230,88
79,16844,94
80,11777,160
81,6037,101
82,4736,22
83,14570,155
84,14751,221
85,12418,275
86,15405,67
87,18290,229
88,13167,194
89,16616,218
90,15958,307
91,13251,181
92,15977,104
93,15813,92
94,13113,175
95,13502,207
96,20290,152
97,13721,148
98,3094,148
99,4998,93
100,6435,144
101,13471,141
102,15492,157
103,19796,35
104,7827,61
105,17236,76
106,11902,135
107,9599,82
108,13176,84
109,8689,207
110,10798,278
111,22149,330
112,5899,67
113,11877,81
114,12259,119
