Leaf,TotalPacket,DropPacket
0,19084,19
1,8672,1
2,9325,0
3,10374,7
4,20415,15
5,10302,0
6,18517,10
7,10461,2
8,10513,15
9,10132,1
10,7152,9
11,10262,0
12,9925,0
13,20032,12
14,13558,2
15,6193,14
16,15747,1
17,22447,2
18,11591,8
19,10745,0
20,24070,17
21,18841,2
22,16146,1
23,13877,3
24,26317,20
25,10464,16
26,19829,0
27,26444,3
28,21024,20
29,13422,27
30,9745,5
31,4489,3
32,8508,11
33,12471,1
34,17038,7
35,21198,0
36,8922,10
37,14497,12
38,15152,2
39,16401,18
40,17530,3
41,12771,3
42,18983,16
43,30322,8
44,13527,20
45,10695,21
46,17455,12
47,15094,3
48,2662,9
49,7922,0
50,19872,0
51,10198,7
52,14765,16
53,14306,15
54,6311,0
55,18389,12
56,12424,14
57,7822,0
58,9929,0
59,12214,17
60,20014,0
61,11262,16
62,17882,0
63,13810,0
64,8955,6
65,10821,0
66,7691,1
67,10925,13
68,16026,0
69,12456,3
70,13337,20
71,8460,0
72,16045,2
73,16942,14
74,7490,9
75,18309,18
76,19877,1
77,9875,35
78,15851,18
79,14193,1
80,13103,1
81,14264,5
82,7594,1
83,14752,0
84,10021,0
85,4276,23
86,13114,0
87,17928,9
88,14764,26
89,9752,0
90,16208,0
91,10888,0
92,15558,7
93,11888,8
94,12670,11
95,12473,0
96,18497,0
97,17118,16
98,5956,0
99,11729,2
100,9980,0
101,12871,3
102,15828,17
103,14321,0
104,5260,2
105,17189,0
106,12385,19
107,10845,6
108,7111,4
109,12560,9
110,7578,0
111,16848,13
112,13541,6
113,13229,12
114,15030,3
